date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,streak_win,streak_draw,streak_loss,streak_unbeaten
2021-03-04,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,W,1,0,Santos,1.1,1.7,47.0,,Juan Pablo Vigón,4/4/2002,Jorge Rojas,Match Report,,8,2,27.4,0.0,1,1,UNAM,2021,1,0,0,4,0
2021-03-04,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,D,2,2,Necaxa,2.2,1.9,46.0,4948.0,Jorge Daniel Hernández,4/3/2003,Fernando Guerrero,Match Report,,18,7,15.0,0.0,0,0,Pachuca,2021,0,0,0,1,0
2021-03-04,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,2,2,Pachuca,1.9,2.2,54.0,4948.0,David Cabrera Pujol,4/4/2002,Fernando Guerrero,Match Report,,15,4,21.1,0.0,0,0,Necaxa,2021,0,0,0,1,0
2021-03-03,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,W,1,0,Mazatlán,1.4,0.4,74.0,,Julio Domínguez,4-1-2-1-2,Luis Santander,Match Report,,14,6,24.6,1.0,0,0,Cruz Azul,2021,1,6,0,0,6
2021-03-03,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,L,0,1,Cruz Azul,0.4,1.4,26.0,,Israel Jiménez,5/4/2001,Luis Santander,Match Report,,4,1,18.6,0.0,0,0,Mazatlan,2021,-1,1,0,0,1
2021-03-03,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,0,2,América,0.7,2.6,54.0,,Jonathan Orozco,4-3-1-2,Oscar Mejia,Match Report,,6,2,17.9,0.0,0,0,Tijuana,2021,-1,0,1,0,1
2021-03-03,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,2,0,Tijuana,2.6,0.7,46.0,,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,15,7,13.2,0.0,0,0,America,2021,1,1,0,0,1
2021-03-03,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,D,2,2,Guadalajara,0.7,0.8,38.0,,Ángel Sepúlveda,4/3/2003,Erick Yair Miranda,Match Report,,20,5,23.6,0.0,0,0,Queretaro,2021,0,0,0,1,0
2021-03-03,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,D,2,2,Querétaro,0.8,0.7,62.0,,Jesús Molina,4-2-3-1,Erick Yair Miranda,Match Report,,7,2,14.7,0.0,0,0,Guadalajara,2021,0,1,0,0,4
2021-03-03,2023-03-20 18:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,6,1,FC Juárez,3.7,0.8,47.0,5211.0,Nicolás Sanchez,4/3/2003,Diego Montaño,Match Report,,19,10,17.0,0.0,0,0,Monterrey,2021,1,0,2,0,2
2021-03-03,2023-03-20 18:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,1,6,Monterrey,0.8,3.7,53.0,5211.0,Dario Lezcano,4-2-3-1,Diego Montaño,Match Report,,9,2,17.2,0.0,0,0,FC Juarez,2021,-1,0,0,1,0
2021-03-02,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,W,2,1,León,1.7,1.3,37.0,,Javier Salas,3/4/2003,Óscar Macias,Match Report,,10,2,15.5,0.0,1,1,Puebla,2021,1,1,0,0,3
2021-03-02,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,L,1,2,Puebla,1.3,1.7,63.0,,Fernando Navarro Morán,4-2-3-1,Óscar Macias,Match Report,,9,5,18.6,0.0,1,1,Leon,2021,-1,0,0,1,0
2021-03-02,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,L,0,1,Toluca,1.1,0.5,65.0,,Guido Pizarro,4-2-3-1,Marco Antonio Nava,Match Report,,13,4,19.1,3.0,0,0,UANL,2021,-1,0,1,0,2
2021-03-02,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,W,1,0,UANL,0.5,1.1,35.0,,Rubens Sambueza,4/3/2003,Marco Antonio Nava,Match Report,,6,1,25.2,0.0,0,0,Toluca,2021,1,0,1,0,1
2021-03-02,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,W,3,1,Atlético,2.5,0.4,50.0,,Aldo Rocha,4/4/2002,César Arturo Ramos,Match Report,,18,9,19.2,0.0,0,0,Atlas,2021,1,0,1,0,5
2021-03-02,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,L,1,3,Atlas,0.4,2.5,50.0,,Nicolás Ibáñez,4-3-2-1,César Arturo Ramos,Match Report,,5,1,25.6,0.0,0,0,Atletico,2021,-1,0,1,0,4
2021-02-28,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,2,1,UNAM,1.9,1.0,53.0,,Jesús Molina,4-2-3-1,Fernando Hernández,Match Report,,15,3,17.3,0.0,0,0,Guadalajara,2021,1,0,2,0,3
2021-02-28,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,2,Guadalajara,1.0,1.9,47.0,,Juan Pablo Vigón,4/4/2002,Fernando Hernández,Match Report,,7,3,13.8,1.0,0,0,UNAM,2021,-1,0,0,3,0
2021-02-28,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,3,2,FC Juárez,1.1,1.5,51.0,,Hugo Isaác Rodríguez,4-2-3-1,Luis Santander,Match Report,,15,8,18.8,0.0,0,0,Santos Laguna,2021,1,0,0,1,0
2021-02-28,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,2,3,Santos,1.5,1.1,49.0,,Dario Lezcano,4-2-3-1,Luis Santander,Match Report,,7,2,21.0,0.0,1,1,FC Juarez,2021,-1,1,0,0,1
2021-02-28,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,1,1,Tijuana,1.3,1.1,41.0,,Hugo González Durán,4/3/2003,Fernando Guerrero,Match Report,,10,5,17.3,0.0,0,0,Monterrey,2021,0,0,1,0,1
2021-02-28,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Monterrey,1.1,1.3,59.0,,Jonathan Orozco,4/4/2002,Fernando Guerrero,Match Report,,9,5,21.8,0.0,0,0,Tijuana,2021,0,0,0,1,0
2021-02-27,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,W,1,0,León,0.8,1.1,37.0,,José Corona,4/4/2002,Oscar Mejia,Match Report,,5,2,15.0,0.0,0,0,Cruz Azul,2021,1,5,0,0,5
2021-02-27,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,L,0,1,Cruz Azul,1.1,0.8,63.0,,Fernando Navarro Morán,4-2-3-1,Oscar Mejia,Match Report,,9,1,17.3,1.0,0,0,Leon,2021,-1,1,0,0,1
2021-02-27,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,0,Pachuca,2.0,0.2,57.0,,Guillermo Ochoa,4-2-3-1,Jorge Rojas,Match Report,,18,7,19.7,1.0,0,0,America,2021,1,0,0,1,0
2021-02-27,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,2,América,0.2,2.0,43.0,,Jorge Daniel Hernández,4/3/2003,Jorge Rojas,Match Report,,6,0,22.9,0.0,0,0,Pachuca,2021,-1,0,1,0,1
2021-02-27,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,0,0,Toluca,1.2,0.4,38.0,,Aldo Rocha,3/4/2003,Eduardo Basulto,Match Report,,17,0,20.0,1.0,0,0,Atlas,2021,0,2,0,0,4
2021-02-27,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,0,0,Atlas,0.4,1.2,62.0,,Rubens Sambueza,4-2-3-1,Eduardo Basulto,Match Report,,10,1,24.1,0.0,0,0,Toluca,2021,0,0,0,1,0
2021-02-26,2023-03-20 20:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,3,Mazatlán,0.2,1.9,38.0,,Antonio Valencia,4-2-3-1,Marco Antonio Nava,Match Report,,6,5,28.3,1.0,0,0,Queretaro,2021,-1,0,1,0,1
2021-02-26,2023-03-20 20:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,3,0,Querétaro,1.9,0.2,62.0,,Nicolás Díaz Huincales,4-3-1-2,Marco Antonio Nava,Match Report,,9,4,17.3,2.0,0,0,Mazatlan,2021,1,0,0,3,0
2021-02-26,2023-03-20 19:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Necaxa,1.8,0.4,54.0,,Javier Salas,3/4/2003,César Arturo Ramos,Match Report,,17,9,21.0,0.0,0,0,Puebla,2021,1,0,1,0,2
2021-02-26,2023-03-20 19:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,Puebla,0.4,1.8,46.0,,David Cabrera Pujol,4/4/2002,César Arturo Ramos,Match Report,,9,3,24.9,0.0,0,0,Necaxa,2021,-1,0,2,0,2
2021-02-25,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,D,2,2,Atlético,1.5,0.4,69.0,,Guido Pizarro,4-2-3-1,Diego Montaño,Match Report,,13,7,15.7,1.0,0,0,UANL,2021,0,1,0,0,1
2021-02-25,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,2,2,UANL,0.4,1.5,31.0,,Nicolás Ibáñez,4/4/2002,Diego Montaño,Match Report,,7,3,25.2,1.0,0,0,Atletico,2021,0,2,0,0,3
2021-02-22,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,D,1,1,Pachuca,1.2,3.2,52.0,,Jesús Molina,4-2-3-1,César Arturo Ramos,Match Report,,12,4,16.8,0.0,0,0,Guadalajara,2021,0,0,1,0,2
2021-02-22,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,D,1,1,Guadalajara,3.2,1.2,48.0,,Jorge Daniel Hernández,4/3/2003,César Arturo Ramos,Match Report,,19,4,16.0,0.0,0,1,Pachuca,2021,0,0,0,4,0
2021-02-21,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,2,3,UANL,1.1,1.5,56.0,,Jonathan Orozco,4-3-1-2,Fernando Hernández,Match Report,,13,7,19.6,0.0,0,0,Tijuana,2021,-1,1,0,0,7
2021-02-21,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,3,2,Tijuana,1.5,1.1,44.0,,Guido Pizarro,4/4/2002,Fernando Hernández,Match Report,,11,5,13.3,0.0,0,0,UANL,2021,1,0,0,1,0
2021-02-21,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,1,1,Puebla,0.8,1.4,37.0,,Antonio Valencia,4-2-3-1,Eduardo Basulto,Match Report,,11,6,20.9,1.0,0,0,Queretaro,2021,0,0,0,1,0
2021-02-21,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Querétaro,1.4,0.8,63.0,,Javier Salas,3/4/2003,Eduardo Basulto,Match Report,,8,2,22.3,2.0,1,1,Puebla,2021,0,1,0,0,1
2021-02-21,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,W,1,0,UNAM,1.3,1.0,59.0,,Luis Montes,4/4/2002,Marco Ortíz,Match Report,,11,4,17.0,0.0,0,0,Leon,2021,1,0,0,2,0
2021-02-21,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,L,0,1,León,1.0,1.3,41.0,,Juan Pablo Vigón,4/4/2002,Marco Ortíz,Match Report,,14,5,19.4,0.0,0,0,UNAM,2021,-1,0,0,2,0
2021-02-20,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,3,Atlas,,,59.0,,Guillermo Ochoa,4-2-3-1,Fernando Guerrero,Match Report,Match awarded to Atlas,8,3,,,1,1,America,2021,-1,2,0,0,4
2021-02-20,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,0,América,,,41.0,,Aldo Rocha,3/4/2003,Fernando Guerrero,Match Report,Match awarded to Atlas,9,0,,,0,0,Atlas,2021,1,1,0,0,3
2021-02-20,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,2,Toluca,2.0,1.6,42.0,,José Corona,4/4/2002,Óscar Macias,Match Report,,13,3,15.4,2.0,0,0,Cruz Azul,2021,1,4,0,0,4
2021-02-20,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,2,3,Cruz Azul,1.6,2.0,58.0,,Rubens Sambueza,4/4/2002,Óscar Macias,Match Report,,9,1,22.1,0.0,1,1,Toluca,2021,-1,2,0,0,2
2021-02-19,2023-03-20 20:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,1,0,Mazatlán,1.2,0.6,57.0,,Dario Lezcano,4-2-3-1,Oscar Mejia,Match Report,,5,2,18.7,0.0,0,0,FC Juarez,2021,1,0,0,1,0
2021-02-19,2023-03-20 20:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,1,FC Juárez,0.6,1.2,43.0,,Israel Jiménez,4-1-2-1-2,Oscar Mejia,Match Report,,11,3,17.3,1.0,0,0,Mazatlan,2021,-1,0,0,2,0
2021-02-19,2023-03-20 19:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,D,1,1,Necaxa,1.2,0.8,51.0,,Hugo González Durán,3/4/2003,Luis Santander,Match Report,,12,3,20.7,2.0,0,0,Monterrey,2021,0,0,0,1,0
2021-02-19,2023-03-20 19:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,D,1,1,Monterrey,0.8,1.2,49.0,,Unai Bilbao,3/5/2002,Luis Santander,Match Report,,15,7,20.7,0.0,0,0,Necaxa,2021,0,0,1,0,1
2021-02-18,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,L,0,1,Atlético,0.9,0.7,65.0,,Carlos Acevedo,4-2-3-1,Adonai Escobedo,Match Report,,11,2,18.9,0.0,0,0,Santos Laguna,2021,-1,1,0,0,6
2021-02-18,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,W,1,0,Santos,0.7,0.9,35.0,,Nicolás Ibáñez,4/3/2003,Adonai Escobedo,Match Report,,5,2,15.4,0.0,0,0,Atletico,2021,1,1,0,0,2
2021-02-17,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Away,W,2,0,UANL,0.8,2.5,35.0,,José Corona,4/4/2002,Erick Yair Miranda,Match Report,,8,4,19.2,0.0,0,0,Cruz Azul,2021,1,3,0,0,3
2021-02-17,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Wed,Home,L,0,2,Cruz Azul,2.5,0.8,65.0,,Guido Pizarro,4/4/2002,Erick Yair Miranda,Match Report,,17,8,17.9,1.0,0,0,UANL,2021,-1,0,1,0,2
2021-02-15,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,W,1,0,Pachuca,1.6,1.0,36.0,,Aldo Rocha,4-1-4-1,Marco Ortíz,Match Report,,16,5,20.3,1.0,1,1,Atlas,2021,1,0,2,0,2
2021-02-15,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,L,0,1,Atlas,1.0,1.6,64.0,,Jorge Daniel Hernández,4/3/2003,Marco Ortíz,Match Report,,8,1,20.3,1.0,0,0,Pachuca,2021,-1,0,0,3,0
2021-02-14,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,1,Santos,0.8,0.9,52.0,,Hugo González Durán,4/3/2003,César Arturo Ramos,Match Report,,18,0,20.2,1.0,0,0,Monterrey,2021,-1,1,0,0,5
2021-02-14,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,1,0,Monterrey,0.9,0.8,48.0,,Carlos Acevedo,4-2-3-1,César Arturo Ramos,Match Report,,8,2,19.3,0.0,0,0,Santos Laguna,2021,1,0,3,0,5
2021-02-14,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,1,0,UNAM,2.5,0.6,53.0,,Rubens Sambueza,4/4/2002,Luis Santander,Match Report,,13,4,22.4,1.0,0,0,Toluca,2021,1,1,0,0,1
2021-02-14,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,0,1,Toluca,0.6,2.5,47.0,,Juan Pablo Vigón,4/4/2002,Luis Santander,Match Report,,9,2,22.7,1.0,0,0,UNAM,2021,-1,0,0,1,0
2021-02-13,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,2,1,Querétaro,2.4,0.6,72.0,,Guillermo Ochoa,4/4/2002,Adonai Escobedo,Match Report,,25,10,15.9,1.0,0,0,America,2021,1,1,0,0,3
2021-02-13,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,2,América,0.6,2.4,28.0,,Antonio Valencia,4/3/2003,Adonai Escobedo,Match Report,,8,1,28.7,0.0,0,0,Queretaro,2021,-1,1,0,0,1
2021-02-13,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,2,2,Necaxa,1.3,0.6,66.0,,Jesús Molina,4-2-3-1,Diego Montaño,Match Report,,15,6,16.6,0.0,0,0,Guadalajara,2021,0,1,0,0,1
2021-02-13,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,2,2,Guadalajara,0.6,1.3,34.0,,Unai Bilbao,3/5/2002,Diego Montaño,Match Report,,10,2,18.9,1.0,0,0,Necaxa,2021,0,0,0,1,0
2021-02-12,2023-03-20 20:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,3,0,Mazatlán,2.0,2.4,34.0,,Nicolás Ibáñez,4/3/2003,Fernando Guerrero,Match Report,,12,7,23.3,2.0,1,1,Atletico,2021,1,0,1,0,1
2021-02-12,2023-03-20 20:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,3,Atlético,2.4,2.0,66.0,,Israel Jiménez,4-2-2-2,Fernando Guerrero,Match Report,,24,4,17.5,0.0,0,0,Mazatlan,2021,-1,0,0,1,0
2021-02-12,2023-03-20 19:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,4,0,FC Juárez,1.8,1.3,47.0,,Javier Salas,3/4/2003,Fernando Hernández,Match Report,,7,4,19.9,0.0,1,1,Puebla,2021,1,0,0,1,0
2021-02-12,2023-03-20 19:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,4,Puebla,1.3,1.8,53.0,,Dario Lezcano,4/3/2003,Fernando Hernández,Match Report,,19,5,20.7,2.0,0,0,FC Juarez,2021,-1,1,0,0,1
2021-02-12,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,W,2,0,León,1.6,1.4,41.0,,Jonathan Orozco,5/4/2001,Jorge Pérez,Match Report,,10,5,18.2,1.0,0,0,Tijuana,2021,1,0,1,0,6
2021-02-12,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,L,0,2,Tijuana,1.4,1.6,59.0,,Luis Montes,4/4/2002,Jorge Pérez,Match Report,,13,4,18.9,0.0,0,0,Leon,2021,-1,0,0,1,0
2021-02-08,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,L,1,3,Guadalajara,1.8,1.7,61.0,,Luis Montes,4/4/2002,Fernando Guerrero,Match Report,,17,5,19.3,1.0,0,0,Leon,2021,-1,1,0,0,2
2021-02-08,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,W,3,1,León,1.7,1.8,39.0,,Jesús Molina,4/4/2002,Fernando Guerrero,Match Report,,12,8,18.1,0.0,0,0,Guadalajara,2021,1,0,0,2,0
2021-02-07,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,W,4,1,Mazatlán,1.3,0.4,51.0,,Rubens Sambueza,4/4/2002,Marco Antonio Nava,Match Report,,15,8,17.5,2.0,0,0,Toluca,2021,1,0,0,1,0
2021-02-07,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,L,1,4,Toluca,0.4,1.3,49.0,,Israel Jiménez,4-1-4-1,Marco Antonio Nava,Match Report,,9,4,21.0,1.0,0,0,Mazatlan,2021,-1,1,0,0,2
2021-02-06,2023-03-20 21:06:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,UNAM,2.4,0.1,63.0,,Nicolás Sanchez,4/3/2003,Eduardo Basulto,Match Report,,15,6,17.0,1.0,0,0,Monterrey,2021,1,0,1,0,4
2021-02-06,2023-03-20 21:06:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,Monterrey,0.1,2.4,37.0,,Juan Pablo Vigón,4-1-4-1,Eduardo Basulto,Match Report,,3,0,41.0,1.0,0,0,UNAM,2021,-1,0,1,0,1
2021-02-06,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,1,0,Puebla,0.8,0.8,53.0,,Guillermo Ochoa,4-2-3-1,César Arturo Ramos,Match Report,,6,3,16.2,1.0,0,0,America,2021,1,0,1,0,2
2021-02-06,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,0,1,América,0.8,0.8,47.0,,Javier Salas,5/4/2001,César Arturo Ramos,Match Report,,9,1,16.1,0.0,0,0,Puebla,2021,-1,0,1,0,1
2021-02-06,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,D,1,1,Atlas,0.9,1.4,43.0,,Carlos Acevedo,4-2-3-1,Fernando Hernández,Match Report,,9,2,23.3,0.0,0,0,Santos Laguna,2021,0,0,2,0,4
2021-02-06,2023-03-20 17:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,D,1,1,Santos,1.4,0.9,57.0,,Aldo Rocha,4-1-4-1,Fernando Hernández,Match Report,,23,9,17.9,2.0,0,0,Atlas,2021,0,0,1,0,1
2021-02-05,2023-03-20 21:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Away,W,2,0,Necaxa,1.8,1.1,45.0,,José Corona,4/4/2002,Victor Caceres,Match Report,,16,4,16.5,0.0,0,0,Cruz Azul,2021,1,2,0,0,2
2021-02-05,2023-03-20 21:30:00,Liga MX,Guardianes 2021 Regular Season,Fri,Home,L,0,2,Cruz Azul,1.1,1.8,55.0,,David Cabrera Pujol,4/4/2002,Victor Caceres,Match Report,,14,7,17.8,2.0,0,0,Necaxa,2021,-1,0,1,0,1
2021-02-04,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,W,3,1,Pachuca,1.9,1.6,36.0,,Antonio Valencia,4-4-1-1,Oscar Mejia,Match Report,,9,5,17.3,0.0,0,0,Queretaro,2021,1,0,0,1,0
2021-02-04,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,L,1,3,Querétaro,1.6,1.9,64.0,,Óscar Ustari,3-1-4-2,Oscar Mejia,Match Report,,22,5,16.5,1.0,0,0,Pachuca,2021,-1,0,0,2,0
2021-02-04,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Away,D,2,2,Atlético,1.4,1.6,46.0,,Jonathan Orozco,4-3-1-2,Luis Santander,Match Report,,6,1,20.8,0.0,1,1,Tijuana,2021,0,2,0,0,5
2021-02-04,2023-03-20 19:00:00,Liga MX,Guardianes 2021 Regular Season,Thu,Home,D,2,2,Tijuana,1.6,1.4,54.0,,Nicolás Ibáñez,4/3/2003,Luis Santander,Match Report,,20,6,17.5,1.0,0,0,Atletico,2021,0,0,0,1,0
2021-02-02,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Away,D,0,0,Puebla,1.2,0.4,49.0,,Nicolás Sanchez,4/3/2003,Saul Silva,Match Report,,16,5,17.8,0.0,0,0,Monterrey,2021,0,2,0,0,3
2021-02-02,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Tue,Home,D,0,0,Monterrey,0.4,1.2,51.0,,Javier Salas,5/4/2001,Saul Silva,Match Report,,9,3,23.4,1.0,0,0,Puebla,2021,0,0,0,1,0
2021-02-01,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Home,W,3,1,Atlético,2.0,0.9,70.0,,Luis Montes,4/4/2002,Adonai Escobedo,Match Report,,15,9,18.6,0.0,0,0,Leon,2021,1,0,1,0,1
2021-02-01,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Mon,Away,L,1,3,León,0.9,2.0,30.0,,Nicolás Ibáñez,4/3/2003,Adonai Escobedo,Match Report,,5,1,12.9,0.0,0,0,Atletico,2021,-1,1,0,0,1
2021-01-31,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,1,1,Santos,1.1,1.0,53.0,,Emanuel Aguilera,4-2-3-1,Diego Montaño,Match Report,,13,4,22.7,2.0,0,0,America,2021,0,1,0,0,1
2021-01-31,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,1,1,América,1.0,1.1,47.0,,Carlos Acevedo,4-2-3-1,Diego Montaño,Match Report,,12,4,22.3,2.0,0,0,Santos Laguna,2021,0,0,1,0,3
2021-01-31,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Away,D,0,0,UNAM,0.4,0.4,45.0,,Aldo Rocha,4-1-4-1,César Arturo Ramos,Match Report,,9,2,17.0,0.0,0,0,Atlas,2021,0,0,0,3,0
2021-01-31,2023-03-20 12:00:00,Liga MX,Guardianes 2021 Regular Season,Sun,Home,D,0,0,Atlas,0.4,0.4,55.0,,Juan Pablo Vigón,4-1-4-1,César Arturo Ramos,Match Report,,5,0,18.5,0.0,0,0,UNAM,2021,0,0,0,1,0
2021-01-30,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,4,1,Querétaro,2.5,0.4,54.0,,José Corona,4/4/2002,Luis Santander,Match Report,,18,7,17.1,0.0,0,0,Cruz Azul,2021,1,1,0,0,1
2021-01-30,2023-03-20 21:00:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,1,4,Cruz Azul,0.4,2.5,46.0,,Antonio Valencia,4-2-3-1,Luis Santander,Match Report,,4,1,17.3,0.0,0,0,Queretaro,2021,-1,2,0,0,2
2021-01-30,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sat,Home,W,3,2,Toluca,2.5,0.4,54.0,,Jonathan Orozco,4-1-2-1-2,Fernando Guerrero,Match Report,,15,6,13.9,1.0,0,0,Tijuana,2021,1,1,0,0,4
2021-01-30,2023-03-20 19:06:00,Liga MX,Guardianes 2021 Regular Season,Sat,Away,L,2,3,Tijuana,0.4,2.5,46.0,,Rubens Sambueza,4-1-4-1,Fernando Guerrero,Match Report,,8,4,22.5,1.0,0,0,Toluca,2021,-1,1,0,0,3
