date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,streak_win,streak_draw,streak_loss,streak_unbeaten
2018-11-24,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,1,Querétaro,1.0,1.3,51.0,12594.0,Matías Fernández,4/4/2002,Jorge Rojas,Match Report,,16,2,19.5,2.0,0,0,Necaxa,2019,-1,0,1,0,1
2018-11-23,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,0,0,Puebla,0.5,0.6,40.0,6628.0,Juan Carlos Valenzuela,4-1-4-1,Óscar Macias,Match Report,,8,2,22.4,0.0,0,0,Tijuana,2019,0,0,0,4,0
2018-11-23,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,D,0,0,Tijuana,0.6,0.5,60.0,6628.0,Alejandro Chumacero,4-2-3-1,Óscar Macias,Match Report,,9,5,21.7,0.0,0,0,Puebla,2019,0,0,0,1,0
2018-11-23,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,L,0,2,Cruz Azul,1.4,1.3,52.0,28076.0,Gabriel Achilier,4/4/2002,Luis Santander,Match Report,,19,2,16.2,0.0,0,0,Morelia,2019,-1,1,0,0,1
2018-11-23,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,2,0,Morelia,1.3,1.4,48.0,28076.0,Guillermo Allison,4-2-3-1,Luis Santander,Match Report,,12,7,19.1,0.0,0,0,Cruz Azul,2019,1,2,0,0,3
2018-11-11,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,Santos,0.6,1.3,47.0,28479.0,Oribe Peralta,4/4/2002,Luis Santander,Match Report,,14,3,25.6,1.0,0,0,America,2019,0,0,2,0,9
2018-11-11,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,1,1,América,1.3,0.6,53.0,28479.0,José Abella,4-2-3-1,Luis Santander,Match Report,,15,5,19.1,2.0,0,0,Santos Laguna,2019,0,0,0,1,0
2018-11-11,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,L,0,1,UNAM,2.0,1.5,60.0,30000.0,Alfredo Talavera,4/4/2002,Fernando Guerrero,Match Report,,11,3,17.1,0.0,0,0,Toluca,2019,-1,0,1,0,2
2018-11-11,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,1,0,Toluca,1.5,2.0,40.0,30000.0,Pablo Barrera,4/4/2002,Fernando Guerrero,Match Report,,15,3,24.8,2.0,0,0,UNAM,2019,1,0,0,1,0
2018-11-10,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,Necaxa,0.4,1.1,40.0,11534.0,José María Basanta,4/3/2003,Jorge Pérez,Match Report,,8,2,16.9,0.0,0,0,Monterrey,2019,0,1,0,0,1
2018-11-10,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Monterrey,1.1,0.4,60.0,11534.0,Ventura Alvarado,4/4/2002,Jorge Pérez,Match Report,,13,3,15.4,0.0,0,0,Necaxa,2019,0,0,0,1,0
2018-11-10,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,3,2,Tijuana,0.7,1.2,56.0,25333.0,Sebastián Sosa,4/4/2002,Jorge Rojas,Match Report,,11,4,16.6,0.0,0,0,Morelia,2019,1,0,0,1,0
2018-11-10,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,2,3,Morelia,1.2,0.7,44.0,25333.0,Gibran Lajud,4-2-3-1,Jorge Rojas,Match Report,,16,5,20.9,1.0,0,0,Tijuana,2019,-1,0,0,3,0
2018-11-10,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,6,1,Puebla,2.3,1.3,65.0,38141.0,Juninho,3-4-1-2,Oscar Mejia,Match Report,,17,11,20.8,1.0,0,0,UANL,2019,1,1,0,0,3
2018-11-10,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,6,UANL,1.3,2.3,35.0,38141.0,Alejandro Chumacero,5/3/2002,Oscar Mejia,Match Report,,9,3,20.8,1.0,0,0,Puebla,2019,-1,0,1,0,2
2018-11-10,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,0,1,Guadalajara,0.5,0.5,59.0,17071.0,Mauro Boselli,4-2-3-1,Roberto Ríos Jacome,Match Report,,12,1,22.6,0.0,0,0,Leon,2019,-1,0,1,0,1
2018-11-10,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,1,0,León,0.5,0.5,41.0,17071.0,Jair Pereira,4/5/2001,Roberto Ríos Jacome,Match Report,,13,3,26.6,1.0,0,0,Guadalajara,2019,1,0,1,0,1
2018-11-10,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Lobos BUAP,2.7,1.0,59.0,27017.0,José Corona,3/4/2003,César Arturo Ramos,Match Report,,22,9,17.0,0.0,0,0,Cruz Azul,2019,1,1,0,0,2
2018-11-10,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,2,Cruz Azul,1.0,2.7,41.0,27017.0,Francisco Javier Rodríguez,4-1-2-1-2,César Arturo Ramos,Match Report,,11,2,15.9,0.0,0,0,Lobos BUAP,2019,-1,1,0,0,6
2018-11-09,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,D,0,0,Pachuca,1.0,0.5,54.0,15114.0,Juan Pablo Vigón,4-1-4-1,Diego Montaño,Match Report,,11,3,11.0,0.0,0,0,Atlas,2019,0,0,2,0,3
2018-11-09,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,0,0,Atlas,0.5,1.0,46.0,15114.0,Jorge Daniel Hernández,4/3/2003,Diego Montaño,Match Report,,5,3,22.8,0.0,0,0,Pachuca,2019,0,2,0,0,3
2018-11-09,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,2,2,Veracruz,1.2,1.1,52.0,13561.0,Tiago Volpi,4-2-3-1,Roberto García,Match Report,,20,5,17.0,2.0,0,0,Queretaro,2019,0,1,0,0,1
2018-11-09,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,D,2,2,Querétaro,1.1,1.2,48.0,13561.0,Cristian Menéndez,4-2-3-1,Roberto García,Match Report,,11,5,24.3,2.0,0,0,Veracruz,2019,0,0,0,3,0
2018-11-04,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,0,0,Atlas,0.7,0.7,45.0,16418.0,Mauro Boselli,4/4/2002,Francisco Chacón,Match Report,,15,4,18.4,0.0,0,0,Leon,2019,0,0,0,1,0
2018-11-04,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,0,0,León,0.7,0.7,55.0,16418.0,Juan Pablo Vigón,4-1-4-1,Francisco Chacón,Match Report,,14,1,21.7,1.0,0,0,Atlas,2019,0,0,1,0,2
2018-11-04,2023-03-20 16:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,L,1,2,Querétaro,1.5,0.7,56.0,14513.0,José Abella,4-2-3-1,Fernando Guerrero,Match Report,,21,9,23.2,1.0,0,0,Santos Laguna,2019,-1,1,0,0,6
2018-11-04,2023-03-20 16:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,2,1,Santos,0.7,1.5,44.0,14513.0,Tiago Volpi,4-2-3-1,Fernando Guerrero,Match Report,,16,5,21.9,2.0,0,0,Queretaro,2019,1,0,0,1,0
2018-11-04,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,2,1,UNAM,1.0,1.3,46.0,42717.0,José Corona,4/3/2003,Jorge Rojas,Match Report,,11,4,17.5,0.0,0,0,Cruz Azul,2019,1,0,1,0,1
2018-11-04,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,L,1,2,Cruz Azul,1.3,1.0,54.0,42717.0,Pablo Barrera,4/4/2002,Jorge Rojas,Match Report,,17,5,16.7,1.0,0,0,UNAM,2019,-1,1,0,0,8
2018-11-03,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,3,Lobos BUAP,0.8,1.2,49.0,6223.0,Miller Bolaños,4/4/2002,Luis Santander,Match Report,,15,6,21.2,0.0,0,0,Tijuana,2019,-1,0,0,2,0
2018-11-03,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,1,Tijuana,1.2,0.8,51.0,6223.0,Francisco Javier Rodríguez,4/4/2002,Luis Santander,Match Report,,9,6,14.7,0.0,0,0,Lobos BUAP,2019,1,0,3,0,5
2018-11-03,2023-03-20 19:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,0,Veracruz,2.8,1.5,49.0,28428.0,Dorlan Pabón,4/3/2003,Oscar Mejia,Match Report,,15,5,15.3,0.0,0,0,Monterrey,2019,1,0,0,1,0
2018-11-03,2023-03-20 19:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,2,Monterrey,1.5,2.8,51.0,28428.0,Cristian Menéndez,4/4/2002,Oscar Mejia,Match Report,,16,7,17.5,1.0,0,0,Veracruz,2019,-1,0,0,2,0
2018-11-03,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Toluca,0.7,0.5,55.0,28635.0,Oribe Peralta,4/4/2002,Óscar Macias,Match Report,,9,3,22.5,0.0,0,0,America,2019,0,0,1,0,8
2018-11-03,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,América,0.5,0.7,45.0,28635.0,Alfredo Talavera,4/4/2002,Óscar Macias,Match Report,,3,1,15.3,0.0,0,0,Toluca,2019,0,1,0,0,1
2018-11-03,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,6,2,Necaxa,2.9,2.1,44.0,15976.0,Jorge Daniel Hernández,4/3/2003,César Arturo Ramos,Match Report,,13,5,14.5,0.0,1,1,Pachuca,2019,1,1,0,0,2
2018-11-03,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,2,6,Pachuca,2.1,2.9,56.0,15976.0,Matías Fernández,4-4-1-1,César Arturo Ramos,Match Report,,17,6,20.5,0.0,0,0,Necaxa,2019,-1,0,1,0,1
2018-11-02,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,D,2,2,Guadalajara,1.5,0.6,65.0,14276.0,Alejandro Chumacero,4-2-3-1,Diego Montaño,Match Report,,24,9,20.7,1.0,0,0,Puebla,2019,0,1,0,0,1
2018-11-02,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,2,2,Puebla,0.6,1.5,35.0,14276.0,Jair Pereira,4/4/2002,Diego Montaño,Match Report,,9,4,21.1,0.0,0,0,Guadalajara,2019,0,0,0,1,0
2018-11-02,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,L,0,2,UANL,0.8,3.2,27.0,21342.0,Gabriel Achilier,4/4/2002,Jorge Pérez,Match Report,,10,2,20.1,1.0,0,0,Morelia,2019,-1,3,0,0,3
2018-11-02,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,2,0,Morelia,3.2,0.8,73.0,21342.0,Juninho,4-2-3-1,Jorge Pérez,Match Report,,20,8,20.0,1.0,1,1,UANL,2019,1,0,2,0,2
2018-10-28,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,4,0,León,1.4,0.9,35.0,13394.0,Alejandro Chumacero,5/4/2001,Jorge Rojas,Match Report,,10,8,16.8,1.0,0,0,Puebla,2019,1,0,0,1,0
2018-10-28,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,L,0,4,Puebla,0.9,1.4,65.0,13394.0,Mauro Boselli,4-2-3-1,Jorge Rojas,Match Report,,16,2,18.9,3.0,0,0,Leon,2019,-1,1,0,0,1
2018-10-28,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,L,0,4,Toluca,0.3,2.2,42.0,15308.0,Tiago Volpi,4-2-3-1,Marco Antonio Nava,Match Report,,6,0,17.2,1.0,0,0,Queretaro,2019,-1,1,0,0,2
2018-10-28,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,4,0,Querétaro,2.2,0.3,58.0,15308.0,Alfredo Talavera,4/4/2002,Marco Antonio Nava,Match Report,,19,10,16.9,1.0,0,0,Toluca,2019,1,0,0,1,0
2018-10-27,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,0,0,América,0.4,0.4,51.0,62003.0,José Corona,4-2-3-1,Jorge Pérez,Match Report,,6,0,11.3,0.0,0,0,Cruz Azul,2019,0,0,0,1,0
2018-10-27,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,0,0,Cruz Azul,0.4,0.4,49.0,62003.0,Paul Aguilar,4-2-3-1,Jorge Pérez,Match Report,,7,2,18.4,1.0,0,0,America,2019,0,2,0,0,7
2018-10-27,2023-03-20 20:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,2,1,Guadalajara,1.5,1.7,49.0,19646.0,Gabriel Achilier,4/4/2002,Fernando Guerrero,Match Report,,19,9,18.5,1.0,0,0,Morelia,2019,1,2,0,0,2
2018-10-27,2023-03-20 20:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,2,2,UANL,1.1,2.8,32.0,41322.0,Francisco Javier Rodríguez,4/4/2002,Diego Montaño,Match Report,,7,3,27.2,0.0,1,1,Lobos BUAP,2019,0,0,2,0,4
2018-10-27,2023-03-20 20:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,2,2,Lobos BUAP,2.8,1.1,68.0,41322.0,Juninho,4-2-3-1,Diego Montaño,Match Report,,24,11,16.7,0.0,0,0,UANL,2019,0,0,1,0,1
2018-10-27,2023-03-20 20:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,1,2,Morelia,1.7,1.5,51.0,19646.0,Jair Pereira,4/3/2003,Fernando Guerrero,Match Report,,16,7,15.0,0.0,0,0,Guadalajara,2019,-1,0,1,0,1
2018-10-27,2023-03-20 19:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,0,1,UNAM,1.7,0.7,57.0,26333.0,Juan Carlos Valenzuela,4/4/2002,Andonai Escobedo,Match Report,,9,1,17.8,1.0,0,1,Tijuana,2019,-1,0,0,1,0
2018-10-27,2023-03-20 19:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,1,0,Tijuana,0.7,1.7,43.0,26333.0,Pablo Barrera,4/4/2002,Andonai Escobedo,Match Report,,12,2,19.3,1.0,0,0,UNAM,2019,1,0,1,0,7
2018-10-27,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,2,2,Necaxa,1.2,1.8,43.0,10373.0,Juan Pablo Vigón,4/5/2001,Luis Santander,Match Report,,12,4,18.6,1.0,0,0,Atlas,2019,0,1,0,0,1
2018-10-27,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,2,2,Atlas,1.8,1.2,57.0,10373.0,Ventura Alvarado,4-4-1-1,Luis Santander,Match Report,,13,5,22.3,1.0,0,0,Necaxa,2019,0,0,0,1,0
2018-10-26,2023-03-20 21:05:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,3,2,Veracruz,1.3,1.3,55.0,8684.0,Jorge Daniel Hernández,4/3/2003,Óscar Macias,Match Report,,14,6,19.8,0.0,0,0,Pachuca,2019,1,0,1,0,1
2018-10-26,2023-03-20 21:05:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,L,2,3,Pachuca,1.3,1.3,45.0,8684.0,Cristian Menéndez,4-2-3-1,Óscar Macias,Match Report,,20,5,15.5,1.0,0,0,Veracruz,2019,-1,0,0,1,0
2018-10-26,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,L,0,1,Santos,1.0,1.2,54.0,22887.0,José María Basanta,3/4/2003,César Arturo Ramos,Match Report,,12,3,22.2,2.0,0,0,Monterrey,2019,-1,1,0,0,1
2018-10-26,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,W,1,0,Monterrey,1.2,1.0,46.0,22887.0,José Abella,4-2-3-1,César Arturo Ramos,Match Report,,16,3,25.9,0.0,0,0,Santos Laguna,2019,1,0,1,0,5
2018-10-21,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,2,0,Puebla,1.1,0.9,40.0,16999.0,Gabriel Achilier,4/4/2002,Óscar Macias,Match Report,,12,5,18.4,2.0,0,0,Morelia,2019,1,1,0,0,1
2018-10-21,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,L,0,2,Morelia,0.9,1.1,60.0,16999.0,Brayan Angulo,4-2-3-1,Óscar Macias,Match Report,,15,5,22.2,0.0,0,0,Puebla,2019,-1,0,2,0,2
2018-10-21,2023-03-20 16:30:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,3,3,UNAM,2.1,1.7,52.0,29200.0,Juninho,4-2-3-1,César Arturo Ramos,Match Report,,16,9,18.3,1.0,0,0,UANL,2019,0,0,0,1,0
2018-10-21,2023-03-20 16:30:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,3,3,UANL,1.7,2.1,48.0,29200.0,Pablo Barrera,4/4/2002,César Arturo Ramos,Match Report,,14,6,17.5,1.0,0,0,UNAM,2019,0,1,0,0,6
2018-10-21,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,1,1,Guadalajara,0.4,1.4,31.0,13650.0,Francisco Javier Rodríguez,4/4/2002,Jorge Pérez,Match Report,,10,5,23.9,2.0,0,0,Lobos BUAP,2019,0,0,1,0,3
2018-10-21,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,Lobos BUAP,1.4,0.4,69.0,13650.0,Jair Pereira,4/3/2003,Jorge Pérez,Match Report,,19,4,18.5,0.0,0,0,Guadalajara,2019,0,0,0,1,0
2018-10-20,2023-03-20 21:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Toluca,1.7,1.2,47.0,29444.0,Dorlan Pabón,3/5/2002,Fernando Guerrero,Match Report,,14,7,19.1,1.0,0,0,Monterrey,2019,1,0,0,1,0
2018-10-20,2023-03-20 21:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,2,Monterrey,1.2,1.7,53.0,29444.0,Rubens Sambueza,4/5/2001,Fernando Guerrero,Match Report,,11,4,18.3,0.0,0,0,Toluca,2019,-1,1,0,0,1
2018-10-20,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,2,0,Necaxa,1.5,0.6,47.0,10049.0,Mauro Boselli,4-2-3-1,Marco Antonio Nava,Match Report,,11,2,23.2,0.0,1,1,Leon,2019,1,0,0,1,0
2018-10-20,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,0,2,León,0.6,1.5,53.0,10049.0,Matías Fernández,4-2-3-1,Marco Antonio Nava,Match Report,,11,1,21.0,0.0,0,0,Necaxa,2019,-1,0,1,0,1
2018-10-20,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,3,América,0.8,1.9,55.0,20813.0,Juan Carlos Valenzuela,4/4/2002,Diego Montaño,Match Report,,11,3,19.9,2.0,0,0,Tijuana,2019,-1,0,1,0,1
2018-10-20,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,Tijuana,1.9,0.8,45.0,20813.0,Paul Aguilar,4-2-3-1,Diego Montaño,Match Report,,12,4,16.2,0.0,0,0,America,2019,1,1,0,0,6
2018-10-20,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,Pachuca,1.0,1.7,45.0,18248.0,José Abella,4/4/2002,Jorge Rojas,Match Report,,14,5,22.2,3.0,0,0,Santos Laguna,2019,0,2,0,0,4
2018-10-20,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Santos,1.7,1.0,55.0,18248.0,Jorge Daniel Hernández,4/3/2003,Jorge Rojas,Match Report,,17,6,19.1,2.0,0,0,Pachuca,2019,0,0,0,1,0
2018-10-20,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,0,2,Querétaro,1.0,2.7,45.0,29348.0,José Corona,4/3/2003,Francisco Chacón,Match Report,,17,4,20.9,0.0,0,0,Cruz Azul,2019,-1,1,0,0,1
2018-10-20,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,0,Cruz Azul,2.7,1.0,55.0,29348.0,Tiago Volpi,4/4/2002,Francisco Chacón,Match Report,,11,6,16.1,1.0,0,0,Queretaro,2019,1,0,1,0,1
2018-10-19,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,W,4,3,Veracruz,2.3,2.1,58.0,14216.0,Juan Pablo Vigón,4-1-4-1,Andonai Escobedo,Match Report,,13,6,23.6,2.0,1,2,Atlas,2019,1,0,0,1,0
2018-10-19,2023-03-20 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,L,3,4,Atlas,2.1,2.3,42.0,14216.0,Cristian Menéndez,4-4-1-1,Andonai Escobedo,Match Report,,6,3,17.3,1.0,1,1,Veracruz,2019,-1,0,1,0,1
2018-10-07,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,2,2,Puebla,1.1,0.5,43.0,22109.0,Francisco Javier Rodríguez,4/4/2002,César Arturo Ramos,Match Report,,9,4,19.4,0.0,0,0,Lobos BUAP,2019,0,2,0,0,2
2018-10-07,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,2,2,Lobos BUAP,0.5,1.1,57.0,22109.0,Brayan Angulo,4/3/2003,César Arturo Ramos,Match Report,,12,5,23.7,0.0,0,0,Puebla,2019,0,0,1,0,1
2018-10-07,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,2,1,Pachuca,1.3,0.2,31.0,16383.0,Antonio Ríos,4/4/2002,Diego Montaño,Match Report,,11,5,18.7,0.0,0,0,Toluca,2019,1,0,0,1,0
2018-10-07,2023-03-20 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,L,1,2,Toluca,0.2,1.3,69.0,16383.0,Jorge Daniel Hernández,5/3/2002,Diego Montaño,Match Report,,5,1,19.0,0.0,0,0,Pachuca,2019,-1,1,0,0,1
2018-10-06,2023-03-20 21:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,1,2,UNAM,0.9,1.0,60.0,30899.0,Jair Pereira,4/4/2002,Óscar Macias,Match Report,,16,4,16.4,1.0,0,0,Guadalajara,2019,-1,0,2,0,3
2018-10-06,2023-03-20 21:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,2,1,Guadalajara,1.0,0.9,40.0,30899.0,Pablo Barrera,4/4/2002,Óscar Macias,Match Report,,10,4,20.2,1.0,0,0,UNAM,2019,1,0,2,0,5
2018-10-06,2023-03-20 19:36:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Querétaro,1.4,2.0,42.0,25928.0,Gibran Lajud,4/4/2002,Roberto García,Match Report,,21,6,17.9,1.0,0,0,Tijuana,2019,0,0,0,1,0
2018-10-06,2023-03-20 19:36:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,Tijuana,2.0,1.4,58.0,25928.0,Tiago Volpi,4/3/2003,Roberto García,Match Report,,17,4,21.0,0.0,1,1,Queretaro,2019,0,0,0,1,0
2018-10-06,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,2,1,León,1.0,2.1,43.0,12356.0,Gabriel Achilier,4/4/2002,Andonai Escobedo,Match Report,,15,3,20.3,2.0,0,0,Morelia,2019,1,0,0,1,0
2018-10-06,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,3,2,UANL,2.1,1.1,31.0,41596.0,Oribe Peralta,4/4/2002,Marco Antonio Nava,Match Report,,15,4,20.7,0.0,0,0,America,2019,1,0,1,0,5
2018-10-06,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,2,3,América,1.1,2.1,69.0,41596.0,Guido Pizarro,4/4/2002,Marco Antonio Nava,Match Report,,18,6,18.7,2.0,0,0,UANL,2019,-1,1,0,0,6
2018-10-06,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,L,1,2,Morelia,2.1,1.0,57.0,12356.0,Mauro Boselli,4/4/2002,Andonai Escobedo,Match Report,,15,4,18.3,1.0,0,0,Leon,2019,-1,1,0,0,1
2018-10-06,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,2,Cruz Azul,0.8,1.4,32.0,27689.0,Dorlan Pabón,3/5/2002,Fernando Hernández,Match Report,,6,3,15.2,0.0,0,0,Monterrey,2019,-1,1,0,0,2
2018-10-06,2023-03-20 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Monterrey,1.4,0.8,68.0,27689.0,José Corona,3/5/2002,Fernando Hernández,Match Report,,12,2,22.4,0.0,1,1,Cruz Azul,2019,1,0,0,1,0
2018-10-05,2023-03-20 21:10:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,D,0,0,Veracruz,0.7,0.6,63.0,7589.0,Matías Fernández,4-2-3-1,Fernando Guerrero,Match Report,,10,6,21.2,2.0,0,0,Necaxa,2019,0,0,0,2,0
2018-10-05,2023-03-20 21:10:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,D,0,0,Necaxa,0.6,0.7,37.0,7589.0,Cristian Menéndez,4-4-1-1,Fernando Guerrero,Match Report,,8,4,24.9,2.0,0,0,Veracruz,2019,0,0,0,1,0
2018-10-05,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Home,W,3,1,Atlas,1.9,1.0,55.0,20854.0,José Abella,4/4/2002,Jorge Pérez,Match Report,,16,5,19.5,1.0,0,0,Santos Laguna,2019,1,1,0,0,3
2018-10-05,2023-03-20 19:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,L,1,3,Santos,1.0,1.9,45.0,20854.0,Leiton Jiménez,4-2-3-1,Jorge Pérez,Match Report,,10,2,14.4,0.0,0,0,Atlas,2019,-1,1,0,0,1
2018-09-30,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,1,1,Guadalajara,1.6,1.5,54.0,69486.0,Oribe Peralta,4/4/2002,César Arturo Ramos,Match Report,,18,3,24.3,0.0,0,1,America,2019,0,3,0,0,4
2018-09-30,2023-03-20 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,América,1.5,1.6,46.0,69486.0,Jair Pereira,3/4/2003,César Arturo Ramos,Match Report,,6,4,15.7,0.0,0,0,Guadalajara,2019,0,0,1,0,2
