date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season
1/19/2022,21:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,1,1,Atlas,1.3,1.3,58,8997,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,7,2,26.1,4,1,1,Leon,2022
1/16/2022,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,2,1,Guadalajara,0.8,0.9,42,6692,Óscar Ustari,4-4-1-1,Adonai Escobedo,Match Report,,15,6,17.8,1,0,0,Pachuca,2022
1/16/2022,17:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,2,Pachuca,0.9,0.8,58,6692,Isaác Brizuela,4-1-4-1,Adonai Escobedo,Match Report,,10,1,27.7,2,1,1,Guadalajara,2022
1/16/2022,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,1,3,Toluca,1,2.2,49,10023,Dória,4-2-3-1,César Arturo Ramos,Match Report,,19,6,18.4,2,0,0,Santos Laguna,2022
1/16/2022,12:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,1,Santos,2.2,1,51,10023,Alexis Canelo,4-2-3-1,César Arturo Ramos,Match Report,,13,5,16.7,2,0,0,Toluca,2022
1/15/2022,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,FC Juárez,0.7,0.2,44,13801,José Corona,4-2-3-1,Guillermo Pacheco Larios,Match Report,,12,3,18.2,0,0,0,Cruz Azul,2022
1/15/2022,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,1,Cruz Azul,0.2,0.7,56,13801,Maximiliano Olivera,4-1-4-1,Guillermo Pacheco Larios,Match Report,,9,2,18.2,0,0,0,FC Juarez,2022
1/15/2022,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,1,1,Tijuana,0.7,1.2,49,8333,Luis Montes,4/3/2003,Oscar Mejia,Match Report,,7,3,14.7,0,0,0,Leon,2022
1/15/2022,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,1,1,León,1.2,0.7,51,8333,Brayan Angulo,4/3/2003,Oscar Mejia,Match Report,,22,8,15.9,0,0,0,Tijuana,2022
1/15/2022,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,L,0,2,Puebla,2.2,1.4,69,14829,Guido Pizarro,4/4/2002,Luis Santander,Match Report,,20,9,16.7,1,0,1,UANL,2022
1/15/2022,19:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,W,2,0,UANL,1.4,2.2,31,14829,Antony Silva,3/4/2003,Luis Santander,Match Report,,8,1,29,1,1,1,Puebla,2022
1/15/2022,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,1,0,Atlético,0.4,0.6,48,13353,Aldo Rocha,3/5/2002,Brian Gonzalez,Match Report,,13,3,20.3,0,0,0,Atlas,2022
1/15/2022,17:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,1,Atlas,0.6,0.4,52,13353,Javier Güemez,4/3/2003,Brian Gonzalez,Match Report,,9,3,28.7,1,0,0,Atletico,2022
1/14/2022,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,4,0,Necaxa,2,0.4,38,8921,César Montes,4-2-3-1,Fernando Hernández,Match Report,,19,7,20.1,0,0,0,Monterrey,2022
1/14/2022,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,0,4,Monterrey,0.4,2,62,8921,Fernando Rubén González,4-1-3-2,Fernando Hernández,Match Report,,5,4,23,2,0,0,Necaxa,2022
1/14/2022,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,W,3,1,Querétaro,0.7,1.2,56,13569,Alfredo Talavera,3/5/2002,Erick Miranda,Match Report,,15,7,19.6,0,0,0,UNAM,2022
1/14/2022,19:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,1,3,UNAM,1.2,0.7,44,13569,Washington Aguerre,4/4/2002,Erick Miranda,Match Report,,28,3,17.8,1,0,0,Queretaro,2022
1/12/2022,20:06,Liga MX,Clausura 2022 Regular Season,Wed,Away,D,1,1,Santos,0.7,0.3,56,9377,Guido Pizarro,4-1-4-1,Adonai Escobedo,Match Report,,20,4,19.5,0,0,0,UANL,2022
1/12/2022,20:06,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,1,1,UANL,0.3,0.7,44,9377,Dória,4-2-3-1,Adonai Escobedo,Match Report,,9,5,27,0,0,0,Santos Laguna,2022
1/10/2022,21:00,Liga MX,Clausura 2022 Regular Season,Mon,Home,W,5,0,Toluca,3.5,0.3,47,8493,Alfredo Talavera,4/4/2002,Diego Montaño,Match Report,,26,13,17.6,0,0,0,UNAM,2022
1/10/2022,21:00,Liga MX,Clausura 2022 Regular Season,Mon,Away,L,0,5,UNAM,0.3,3.5,53,8493,Alexis Canelo,3/4/2003,Diego Montaño,Match Report,,5,2,16.1,0,0,0,Toluca,2022
1/9/2022,18:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,3,0,Mazatlán,2,0.6,69,19565,Isaác Brizuela,4/3/2003,César Arturo Ramos,Match Report,,14,7,20.9,2,1,1,Guadalajara,2022
1/9/2022,18:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,0,3,Guadalajara,0.6,2,31,19565,Néstor Vidrio,4-3-2-1,César Arturo Ramos,Match Report,,12,1,19.2,2,0,0,Mazatlan,2022
1/8/2022,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Home,W,2,0,Tijuana,0.7,1.3,43,16271,José Corona,4-4-1-1,Daniel Quintero,Match Report,,8,2,18.2,0,0,0,Cruz Azul,2022
1/8/2022,21:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,2,Cruz Azul,1.3,0.7,57,16271,Brayan Angulo,4/5/2001,Daniel Quintero,Match Report,,13,3,18.9,0,0,0,Tijuana,2022
1/8/2022,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Home,D,0,0,Querétaro,2.1,0.7,61,18926,César Montes,4-2-3-1,Edgar Morales,Match Report,,26,9,19.7,1,0,0,Monterrey,2022
1/8/2022,19:06,Liga MX,Clausura 2022 Regular Season,Sat,Away,D,0,0,Monterrey,0.7,2.1,39,18926,Washington Aguerre,4/4/2002,Edgar Morales,Match Report,,8,2,16.9,0,0,0,Queretaro,2022
1/7/2022,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,D,1,1,Puebla,0.7,1,33,35040,Guillermo Ochoa,4-2-3-1,Oscar Mejia,Match Report,,8,3,15.9,0,0,0,America,2022
1/7/2022,21:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,1,1,América,1,0.7,67,35040,Antony Silva,5/3/2002,Oscar Mejia,Match Report,,24,3,22.5,0,0,0,Puebla,2022
1/7/2022,18:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,1,2,FC Juárez,0.9,2.4,64,7731,Fernando Rubén González,4/3/2003,Luis Santander,Match Report,,13,3,17.7,2,0,0,Necaxa,2022
1/7/2022,18:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,2,1,Necaxa,2.4,0.9,36,7731,Maximiliano Olivera,5/3/2002,Luis Santander,Match Report,,10,3,21.1,1,0,1,FC Juarez,2022
1/6/2022,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Away,W,2,0,Atlético,2.3,0.7,52,6841,Óscar Ustari,4-2-3-1,Óscar Macias,Match Report,,14,5,18,1,1,1,Pachuca,2022
1/6/2022,21:00,Liga MX,Clausura 2022 Regular Season,Thu,Home,L,0,2,Pachuca,0.7,2.3,48,6841,Javier Güemez,5/4/2001,Óscar Macias,Match Report,,9,0,24.8,1,0,0,Atletico,2022
12/12/2021,20:15,Liga MX,Finals,Sun,Home,W,1 (4),0 (3),León,2.8,0.8,51,47548,Aldo Rocha,3/5/2002,Marco Ortíz,Match Report,Leg 2 of 2; Atlas won; Atlas won on penalty kicks following extra time,20,9,17.2,1,0,0,Atlas,2022
12/12/2021,20:15,Liga MX,Finals,Sun,Away,L,0 (3),1 (4),Atlas,0.8,2.8,49,47548,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,Leg 2 of 2; Atlas won; Atlas won on penalty kicks following extra time,11,2,19,1,0,0,Leon,2022
12/9/2021,21:00,Liga MX,Finals,Thu,Away,L,2,3,León,0.4,1.6,33,23513,Aldo Rocha,3/5/2002,Luis Santander,Match Report,Leg 1 of 2,8,3,19.8,0,0,0,Atlas,2022
12/9/2021,21:00,Liga MX,Finals,Thu,Home,W,3,2,Atlas,1.6,0.4,67,23513,Rodolfo Cota,4-2-3-1,Luis Santander,Match Report,Leg 1 of 2,11,4,25.6,1,1,1,Leon,2022
12/5/2021,19:00,Liga MX,Semi-finals,Sun,Home,L,0,1,UNAM,2.1,0.9,41,42962,Aldo Rocha,3/5/2002,Jorge Pérez,Match Report,Leg 2 of 2; Atlas won,17,4,16.4,1,0,0,Atlas,2022
12/5/2021,19:00,Liga MX,Semi-finals,Sun,Away,W,1,0,Atlas,0.9,2.1,59,42962,Alfredo Talavera,5/3/2002,Jorge Pérez,Match Report,Leg 2 of 2; Atlas won,7,2,21.1,0,0,0,UNAM,2022
12/4/2021,21:00,Liga MX,Semi-finals,Sat,Away,L,1,2,León,1.2,2.2,37,23570,André-Pierre Gignac,3/4/2003,César Arturo Ramos,Match Report,Leg 2 of 2; León won,8,2,21.2,0,0,0,UANL,2022
12/4/2021,21:00,Liga MX,Semi-finals,Sat,Home,W,2,1,UANL,2.2,1.2,63,23570,Rodolfo Cota,4/4/2002,César Arturo Ramos,Match Report,Leg 2 of 2; León won,21,8,15.6,1,0,0,Leon,2022
12/2/2021,21:00,Liga MX,Semi-finals,Thu,Away,W,1,0,UNAM,0.4,1.3,45,48976,Aldo Rocha,5/3/2002,Jorge Rojas,Match Report,Leg 1 of 2,9,4,26.4,0,0,0,Atlas,2022
12/2/2021,21:00,Liga MX,Semi-finals,Thu,Home,L,0,1,Atlas,1.3,0.4,55,48976,Alfredo Talavera,4/4/2002,Jorge Rojas,Match Report,Leg 1 of 2,15,3,21.9,1,0,0,UNAM,2022
12/1/2021,21:00,Liga MX,Semi-finals,Wed,Home,W,2,1,León,2.7,0.3,63,37785,André-Pierre Gignac,5/3/2002,Marco Ortíz,Match Report,Leg 1 of 2,30,9,20.8,0,0,0,UANL,2022
12/1/2021,21:00,Liga MX,Semi-finals,Wed,Away,L,1,2,UANL,0.3,2.7,37,37785,Rodolfo Cota,4-2-3-1,Marco Ortíz,Match Report,Leg 1 of 2,8,3,22.2,0,0,0,Leon,2022
11/28/2021,20:05,Liga MX,Quarter-finals,Sun,Away,L,0,2,León,0.6,2.2,45,13307,Javier Salas,3/4/2003,Jorge Pérez,Match Report,Leg 2 of 2; León won,11,4,18.4,2,0,0,Puebla,2022
11/28/2021,20:05,Liga MX,Quarter-finals,Sun,Home,W,2,0,Puebla,2.2,0.6,55,13307,Rodolfo Cota,4-2-3-1,Jorge Pérez,Match Report,Leg 2 of 2; León won,10,4,19.6,2,1,1,Leon,2022
11/28/2021,18:00,Liga MX,Quarter-finals,Sun,Home,W,1,0,Santos,1.1,0.3,61,37438,Guido Pizarro,5/3/2002,Luis Santander,Match Report,Leg 2 of 2; UANL won,13,2,19.1,1,0,0,UANL,2022
11/28/2021,18:00,Liga MX,Quarter-finals,Sun,Away,L,0,1,UANL,0.3,1.1,39,37438,Carlos Acevedo,4-2-3-1,Luis Santander,Match Report,Leg 2 of 2; UANL won,7,0,27.1,1,0,0,Santos Laguna,2022
11/27/2021,21:05,Liga MX,Quarter-finals,Sat,Home,D,1,1,Monterrey,1.1,0.4,39,21210,Aldo Rocha,5/3/2002,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won,7,0,24.9,0,1,1,Atlas,2022
11/27/2021,21:05,Liga MX,Quarter-finals,Sat,Away,D,1,1,Atlas,0.4,1.1,61,21210,Alfonso González,4-1-4-1,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won,7,2,19.3,1,0,0,Monterrey,2022
11/27/2021,19:00,Liga MX,Quarter-finals,Sat,Home,L,1,3,UNAM,2,1.7,56,51302,Guillermo Ochoa,4/4/2002,Marco Ortíz,Match Report,Leg 2 of 2; UNAM won,15,2,22.1,2,1,1,America,2022
11/27/2021,19:00,Liga MX,Quarter-finals,Sat,Away,W,3,1,América,1.7,2,44,51302,Alfredo Talavera,4/4/2002,Marco Ortíz,Match Report,Leg 2 of 2; UNAM won,12,4,15.7,1,0,0,UNAM,2022
11/25/2021,21:05,Liga MX,Quarter-finals,Thu,Away,L,1,2,Santos,1,1,63,15310,André-Pierre Gignac,5/3/2002,Óscar Macias,Match Report,Leg 1 of 2,18,5,21,0,0,0,UANL,2022
11/25/2021,21:05,Liga MX,Quarter-finals,Thu,Home,W,2,1,UANL,1,1,37,15310,Carlos Acevedo,4/3/2003,Óscar Macias,Match Report,Leg 1 of 2,12,4,19.2,1,0,0,Santos Laguna,2022
11/25/2021,19:00,Liga MX,Quarter-finals,Thu,Home,W,2,1,León,1.7,0.9,41,27259,Javier Salas,4/3/2003,Erick Miranda,Match Report,Leg 1 of 2,11,5,20.6,1,0,0,Puebla,2022
11/25/2021,19:00,Liga MX,Quarter-finals,Thu,Away,L,1,2,Puebla,0.9,1.7,59,27259,Rodolfo Cota,4-2-3-1,Erick Miranda,Match Report,Leg 1 of 2,12,1,16.6,2,0,0,Leon,2022
11/24/2021,21:05,Liga MX,Quarter-finals,Wed,Away,D,0,0,Monterrey,0.6,0.6,45,27105,Aldo Rocha,5/3/2002,Jorge Rojas,Match Report,Leg 1 of 2,6,3,27.3,0,0,0,Atlas,2022
11/24/2021,21:05,Liga MX,Quarter-finals,Wed,Home,D,0,0,Atlas,0.6,0.6,55,27105,Alfonso González,4-1-4-1,Jorge Rojas,Match Report,Leg 1 of 2,7,1,19.4,0,0,0,Monterrey,2022
11/24/2021,19:00,Liga MX,Quarter-finals,Wed,Away,D,0,0,UNAM,0.1,0.6,45,42784,Guillermo Ochoa,4/5/2001,Jorge Pérez,Match Report,Leg 1 of 2,3,1,24.3,0,0,0,America,2022
11/24/2021,19:00,Liga MX,Quarter-finals,Wed,Home,D,0,0,América,0.6,0.1,55,42784,Alfredo Talavera,4/4/2002,Jorge Pérez,Match Report,Leg 1 of 2,14,5,20.4,1,0,0,UNAM,2022
11/21/2021,19:15,Liga MX,Reclassification,Sun,Home,L,1,4,Monterrey,1.6,1.8,57,,José Corona,4/5/2001,Fernando Guerrero,Match Report,,17,5,22.1,1,1,1,Cruz Azul,2022
11/21/2021,19:15,Liga MX,Reclassification,Sun,Away,W,4,1,Cruz Azul,1.8,1.6,43,,Alfonso González,4-2-3-1,Fernando Guerrero,Match Report,,8,4,19.8,0,1,1,Monterrey,2022
11/21/2021,17:00,Liga MX,Reclassification,Sun,Away,W,2,1,Toluca,1.6,1.9,42,22595,Alfredo Talavera,4/4/2002,Fernando Hernández,Match Report,,18,7,21.2,0,0,0,UNAM,2022
11/21/2021,17:00,Liga MX,Reclassification,Sun,Home,L,1,2,UNAM,1.9,1.6,58,22595,Rubens Sambueza,4/4/2002,Fernando Hernández,Match Report,,11,2,22,0,1,1,Toluca,2022
11/20/2021,21:00,Liga MX,Reclassification,Sat,Home,D,2 (6),2 (5),Guadalajara,1.5,0.9,46,34530,Javier Salas,5/4/2001,Marco Ortíz,Match Report,Puebla won on penalty kicks following extra time,16,3,22.3,0,1,1,Puebla,2022
11/20/2021,21:00,Liga MX,Reclassification,Sat,Away,D,2 (5),2 (6),Puebla,0.9,1.5,54,34530,Jesús Molina,4-2-3-1,Marco Ortíz,Match Report,Puebla won on penalty kicks following extra time,10,4,17.4,0,0,0,Guadalajara,2022
11/20/2021,19:00,Liga MX,Reclassification,Sat,Home,W,2,0,Atlético,2.1,0.5,59,10048,Carlos Acevedo,4/3/2003,César Arturo Ramos,Match Report,,23,7,21.2,2,1,1,Santos Laguna,2022
11/20/2021,19:00,Liga MX,Reclassification,Sat,Away,L,0,2,Santos,0.5,2.1,41,10048,Javier Güemez,5/3/2002,César Arturo Ramos,Match Report,,11,2,26.1,1,0,0,Atletico,2022
11/7/2021,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,Atlético,1.7,0.9,70,14658,Carlos Acevedo,4-2-3-1,Fernando Guerrero,Match Report,,20,3,25,1,0,0,Santos Laguna,2022
11/7/2021,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,Santos,0.9,1.7,30,14658,Javier Güemez,5/4/2001,Fernando Guerrero,Match Report,,5,0,31.6,0,0,1,Atletico,2022
11/7/2021,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,3,4,UNAM,2,2,45,23573,José Corona,4/3/2003,Marco Ortíz,Match Report,,14,5,13.5,0,0,0,Cruz Azul,2022
11/7/2021,17:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,4,3,Cruz Azul,2,2,55,23573,Alfredo Talavera,4-1-4-1,Marco Ortíz,Match Report,,19,7,18.9,1,0,0,UNAM,2022
11/6/2021,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,FC Juárez,2,0.4,60,26243,Guido Pizarro,5/3/2002,Óscar Macias,Match Report,,14,4,21.2,0,0,0,UANL,2022
11/6/2021,21:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,3,UANL,0.4,2,40,26243,Maximiliano Olivera,5/3/2002,Óscar Macias,Match Report,,6,2,22.6,0,0,0,FC Juarez,2022
11/6/2021,20:06,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,2,3,Tijuana,2.6,2,42,6333,Óscar Ustari,4-1-4-1,Eduardo Basulto,Match Report,,24,6,15.3,0,0,0,Pachuca,2022
11/6/2021,20:06,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,2,Pachuca,2,2.6,58,6333,Brayan Angulo,4-2-3-1,Eduardo Basulto,Match Report,,13,5,15.6,0,0,0,Tijuana,2022
11/6/2021,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,0,0,Monterrey,0.5,0.4,54,25654,Guillermo Ochoa,4/4/2002,Diego Montaño,Match Report,,13,3,24.2,0,0,0,America,2022
11/6/2021,19:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,0,0,América,0.4,0.5,46,25654,Alfonso González,4/3/2003,Diego Montaño,Match Report,,8,2,24.5,0,0,0,Monterrey,2022
11/6/2021,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,3,0,Necaxa,2.1,1.1,51,11240,Rodolfo Cota,4/3/2003,Luis Santander,Match Report,,7,4,12.7,0,0,0,Leon,2022
11/6/2021,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,0,3,León,1.1,2.1,49,11240,Fernando Rubén González,4-1-4-1,Luis Santander,Match Report,,17,3,16.8,0,0,0,Necaxa,2022
11/5/2021,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,1,0,Mazatlán,0.4,0.5,57,12830,Jesús Molina,4/3/2003,Jorge Rojas,Match Report,,10,3,25.1,1,0,0,Guadalajara,2022
11/5/2021,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,1,Guadalajara,0.5,0.4,43,12830,Néstor Vidrio,4/4/2002,Jorge Rojas,Match Report,,11,3,21.1,1,0,0,Mazatlan,2022
11/5/2021,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,1,0,Toluca,1.9,1.2,44,16136,Javier Salas,3/4/2003,Jorge Pérez,Match Report,,12,0,15.9,0,1,1,Puebla,2022
11/5/2021,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,0,1,Puebla,1.2,1.9,56,16136,José Juan Vázquez,4-2-3-1,Jorge Pérez,Match Report,,11,2,24,3,0,0,Toluca,2022
11/4/2021,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,W,2,0,Querétaro,2.3,0.3,50,10421,Aldo Rocha,5/3/2002,Guillermo Pacheco Larios,Match Report,,19,6,15.8,1,0,0,Atlas,2022
11/4/2021,21:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,L,0,2,Atlas,0.3,2.3,50,10421,Érik Vera,4-1-4-1,Guillermo Pacheco Larios,Match Report,,8,0,19.6,0,0,0,Queretaro,2022
11/4/2021,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,W,3,0,UNAM,1.3,1.6,32,14190,Carlos Acevedo,4-1-3-2,Adonai Escobedo,Match Report,,13,5,19.4,0,0,0,Santos Laguna,2022
11/4/2021,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,L,0,3,Santos,1.6,1.3,68,14190,Alfredo Talavera,4/3/2003,Adonai Escobedo,Match Report,,17,4,20.1,0,0,1,UNAM,2022
11/3/2021,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,W,1,0,Cruz Azul,0.7,1.5,46,17928,Rodolfo Cota,4/4/2002,Fernando Guerrero,Match Report,,6,1,9.9,0,0,0,Leon,2022
11/3/2021,21:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,L,0,1,León,1.5,0.7,54,17928,José Corona,4/3/2003,Fernando Guerrero,Match Report,,14,5,16.7,1,0,0,Cruz Azul,2022
11/3/2021,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Home,D,0,0,Atlético,2.7,1.5,68,10683,Óscar Ustari,4-1-4-1,Erick Miranda,Match Report,,25,6,18.9,0,0,0,Pachuca,2022
11/3/2021,19:00,Liga MX,Apertura 2021 Regular Season,Wed,Away,D,0,0,Pachuca,1.5,2.7,32,10683,Javier Güemez,4/3/2003,Erick Miranda,Match Report,,19,6,20.7,1,0,0,Atletico,2022
10/31/2021,19:05,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Atlético,0.4,0.6,63,7690,Stefan Medina,4/3/2003,Adonai Escobedo,Match Report,,9,5,24.9,0,0,0,Monterrey,2022
10/31/2021,19:05,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,Monterrey,0.6,0.4,37,7690,Javier Güemez,5/3/2002,Adonai Escobedo,Match Report,,10,1,20.4,0,0,0,Atletico,2022
10/31/2021,17:05,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,1,2,Cruz Azul,0.5,1.1,45,31257,Guillermo Ochoa,4/4/2002,Luis Santander,Match Report,,6,2,21.4,0,0,0,America,2022
10/31/2021,17:05,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,2,1,América,1.1,0.5,55,31257,José Corona,4-2-3-1,Luis Santander,Match Report,,8,3,21.2,0,1,1,Cruz Azul,2022
10/31/2021,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,0,0,Toluca,1,0.3,53,11210,Rodolfo Cota,4/4/2002,Marco Ortíz,Match Report,,11,4,18.1,0,0,0,Leon,2022
10/31/2021,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,0,0,León,0.3,1,47,11210,Rubens Sambueza,4/4/2002,Marco Ortíz,Match Report,,7,1,22.5,0,0,0,Toluca,2022
10/30/2021,21:10,Liga MX,Apertura 2021 Regular Season,Sat,Home,W,2,1,Guadalajara,0.9,1.1,46,25523,Guido Pizarro,5/3/2002,Diego Montaño,Match Report,,9,3,18.9,1,0,0,UANL,2022
10/30/2021,21:10,Liga MX,Apertura 2021 Regular Season,Sat,Away,L,1,2,UANL,1.1,0.9,54,25523,Jesús Molina,4-2-3-1,Diego Montaño,Match Report,,11,1,16.8,0,0,0,Guadalajara,2022
10/30/2021,20:06,Liga MX,Apertura 2021 Regular Season,Sat,Home,D,1,1,UNAM,2.5,0.7,61,6887,Óscar Ustari,4-1-4-1,Fernando Guerrero,Match Report,,17,3,12.7,0,1,1,Pachuca,2022
10/30/2021,20:06,Liga MX,Apertura 2021 Regular Season,Sat,Away,D,1,1,Pachuca,0.7,2.5,39,6887,Alfredo Talavera,4-2-3-1,Fernando Guerrero,Match Report,,8,4,15.8,0,0,0,UNAM,2022
10/30/2021,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Away,W,3,2,Querétaro,2.6,2.4,49,13254,Carlos Acevedo,4-2-3-1,Jorge Pérez,Match Report,,16,7,18.6,3,0,0,Santos Laguna,2022
10/30/2021,17:00,Liga MX,Apertura 2021 Regular Season,Sat,Home,L,2,3,Santos,2.4,2.6,51,13254,Washington Aguerre,4-4-1-1,Jorge Pérez,Match Report,,17,4,21.4,1,1,1,Queretaro,2022
10/29/2021,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,W,2,0,FC Juárez,1.6,0.5,48,10942,Javier Salas,3/4/2003,Erick Miranda,Match Report,,12,6,15.4,1,0,0,Puebla,2022
10/29/2021,20:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,L,0,2,Puebla,0.5,1.6,52,10942,Maximiliano Olivera,5/3/2002,Erick Miranda,Match Report,,7,2,15.4,0,0,0,FC Juarez,2022
10/29/2021,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Home,W,2,1,Mazatlán,2.7,1.3,56,10809,Fernando Rubén González,4-1-2-1-2,Oscar Mejia,Match Report,,22,6,20.9,2,1,1,Necaxa,2022
10/29/2021,19:00,Liga MX,Apertura 2021 Regular Season,Fri,Away,L,1,2,Necaxa,1.3,2.7,44,10809,Néstor Vidrio,4-1-4-1,Oscar Mejia,Match Report,,9,5,24.8,0,1,1,Mazatlan,2022
10/28/2021,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Home,L,0,2,Tijuana,1,1.1,65,10299,Aldo Rocha,4-1-3-2,Óscar Macias,Match Report,,15,2,22.2,0,0,0,Atlas,2022
10/28/2021,19:00,Liga MX,Apertura 2021 Regular Season,Thu,Away,W,2,0,Atlas,1.1,1,35,10299,Brayan Angulo,4-2-3-1,Óscar Macias,Match Report,,11,4,20,1,0,0,Tijuana,2022
10/24/2021,21:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,1,1,FC Juárez,1.6,0.9,56,2747,Óscar Ustari,4-1-4-1,Diego Montaño,Match Report,,26,5,22,1,0,0,Pachuca,2022
10/24/2021,21:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,1,1,Pachuca,0.9,1.6,44,2747,Maximiliano Olivera,5/3/2002,Diego Montaño,Match Report,,11,4,17,0,0,0,FC Juarez,2022
10/24/2021,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Home,D,2,2,Toluca,2.4,1.2,62,12511,Dória,4-2-3-1,Jorge Rojas,Match Report,,23,7,16.9,1,0,0,Santos Laguna,2022
10/24/2021,19:06,Liga MX,Apertura 2021 Regular Season,Sun,Away,D,2,2,Santos,1.2,2.4,38,12511,José Juan Vázquez,5/4/2001,Jorge Rojas,Match Report,,12,7,19.2,0,0,0,Toluca,2022
10/24/2021,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,W,6,2,Atlético,2.7,1.2,52,9309,Aldo Rocha,5/3/2002,César Arturo Ramos,Match Report,,24,8,16,0,0,0,Atlas,2022
10/24/2021,19:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,L,2,6,Atlas,1.2,2.7,48,9309,Javier Güemez,3/4/2003,César Arturo Ramos,Match Report,,11,6,17.3,0,0,0,Atletico,2022
10/24/2021,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Home,W,3,1,Tijuana,1.8,0.7,49,11981,Alfredo Talavera,4-2-3-1,Fernando Hernández,Match Report,,16,3,18.1,1,0,0,UNAM,2022
10/24/2021,12:00,Liga MX,Apertura 2021 Regular Season,Sun,Away,L,1,3,UNAM,0.7,1.8,51,11981,Brayan Angulo,4-2-3-1,Fernando Hernández,Match Report,,12,5,24.7,3,0,0,Tijuana,2022
