date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,team_new,opponent_new,gf_avg,ga_avg,sh_avg,sot_avg,dist_avg,pk_avg,pkatt_avg
2018-08-18,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,Querétaro,0.5,0.8,41.0,26390.0,Oribe Peralta,4/4/2002,Jorge Rojas,Match Report,,10,3,16.6,0.0,0,0,America,2019,0,America,Queretaro,2.5,0.75,14.0,6.5,15.65,0.25,0.25
2018-08-22,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Wed,Away,L,0,2,León,0.6,1.5,57.0,25175.0,Oribe Peralta,4/4/2002,Marco Antonio Nava,Match Report,,10,2,17.8,0.0,0,0,America,2019,-1,America,Leon,2.5,0.5,13.25,6.75,15.65,0.25,0.25
2018-08-25,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,2,2,UNAM,1.2,1.2,47.0,38342.0,Oribe Peralta,4/4/2002,Fernando Guerrero,Match Report,,13,2,18.0,0.0,0,0,America,2019,0,America,UNAM,1.75,1.0,12.0,5.75,16.475,0.25,0.25
2018-09-02,2023-04-12 16:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,W,2,0,Lobos BUAP,2.4,0.4,49.0,19283.0,Oribe Peralta,4/4/2002,Óscar Macias,Match Report,,13,5,18.2,0.0,1,1,America,2019,1,America,Lobos BUAP,1.5,1.25,12.5,4.25,17.675,0.25,0.25
2018-09-15,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,2,1,Morelia,1.1,0.4,44.0,24003.0,Oribe Peralta,4/4/2002,Eduardo Basulto,Match Report,,13,5,22.0,2.0,0,0,America,2019,1,America,Morelia,1.25,1.25,11.5,3.0,17.65,0.25,0.25
2018-09-21,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,3,2,Puebla,3.1,1.0,54.0,23234.0,Oribe Peralta,4/4/2002,Luis Santander,Match Report,,24,8,21.1,0.0,1,1,America,2019,1,America,Puebla,1.5,1.25,12.25,3.5,19.0,0.25,0.25
2018-09-30,2023-04-12 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,D,1,1,Guadalajara,1.6,1.5,54.0,69486.0,Oribe Peralta,4/4/2002,César Arturo Ramos,Match Report,,18,3,24.3,0.0,0,1,America,2019,0,America,Guadalajara,2.25,1.25,15.75,5.0,19.825000000000003,0.5,0.5
2018-10-06,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,W,3,2,UANL,2.1,1.1,31.0,41596.0,Oribe Peralta,4/4/2002,Marco Antonio Nava,Match Report,,15,4,20.7,0.0,0,0,America,2019,1,America,UANL,2.0,1.0,17.0,5.25,21.400000000000002,0.5,0.75
2018-10-20,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,0,Tijuana,1.9,0.8,45.0,20813.0,Paul Aguilar,4-2-3-1,Diego Montaño,Match Report,,12,4,16.2,0.0,0,0,America,2019,1,America,Tijuana,2.25,1.5,17.5,5.0,22.025,0.25,0.5
2018-10-27,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,0,0,Cruz Azul,0.4,0.4,49.0,62003.0,Paul Aguilar,4-2-3-1,Jorge Pérez,Match Report,,7,2,18.4,1.0,0,0,America,2019,0,America,Cruz Azul,2.5,1.25,17.25,4.75,20.575,0.25,0.5
2018-11-03,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,D,1,1,Toluca,0.7,0.5,55.0,28635.0,Oribe Peralta,4/4/2002,Óscar Macias,Match Report,,9,3,22.5,0.0,0,0,America,2019,0,America,Toluca,1.75,0.75,13.0,3.25,19.9,0.0,0.25
2018-11-11,2023-04-12 18:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,D,1,1,Santos,0.6,1.3,47.0,28479.0,Oribe Peralta,4/4/2002,Luis Santander,Match Report,,14,3,25.6,1.0,0,0,America,2019,0,America,Santos,1.75,0.75,10.75,3.25,19.45,0.0,0.0
2018-11-24,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,4,1,Veracruz,4.0,0.9,61.0,13005.0,Oribe Peralta,4/4/2002,Diego Montaño,Match Report,,29,14,20.1,3.0,0,1,America,2019,1,America,Veracruz,1.25,0.5,10.5,3.0,20.675,0.0,0.0
2018-11-29,2023-04-12 19:00:00,Liga MX,Quarter-finals,Thu,Away,D,2,2,Toluca,1.7,1.4,31.0,26031.0,Oribe Peralta,5/3/2002,Marco Antonio Nava,Match Report,Leg 1 of 2,12,7,19.1,2.0,0,0,America,2019,0,America,Toluca,1.5,0.75,14.75,5.5,21.65,0.0,0.25
2018-12-02,2023-04-12 18:30:00,Liga MX,Quarter-finals,Sun,Home,W,3,2,Toluca,1.7,1.9,40.0,44118.0,Paul Aguilar,5/3/2002,César Arturo Ramos,Match Report,Leg 2 of 2; América won,13,4,17.2,0.0,0,0,America,2019,1,America,Toluca,2.0,1.25,16.0,6.75,21.825000000000003,0.0,0.25
2018-12-06,2023-04-12 20:45:00,Liga MX,Semi-finals,Thu,Away,D,1,1,UNAM,1.8,2.0,32.0,49345.0,Oribe Peralta,5/3/2002,,Match Report,Leg 1 of 2,9,4,18.4,0.0,0,1,America,2019,0,America,UNAM,2.5,1.5,17.0,7.0,20.5,0.0,0.25
2018-12-09,2023-04-12 18:45:00,Liga MX,Semi-finals,Sun,Home,W,6,1,UNAM,2.9,0.4,48.0,64039.0,Paul Aguilar,4/4/2002,Jorge Rojas,Match Report,Leg 2 of 2; América won,15,8,13.5,0.0,1,1,America,2019,1,America,UNAM,2.5,1.5,15.75,7.25,18.7,0.0,0.5
2018-12-13,2023-04-12 20:30:00,Liga MX,Finals,Thu,Home,D,0,0,Cruz Azul,0.7,0.8,49.0,59244.0,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,Leg 1 of 2,8,2,19.0,0.0,0,0,America,2019,0,America,Cruz Azul,3.0,1.5,12.25,5.75,17.05,0.25,0.5
2018-12-16,2023-04-12 18:30:00,Liga MX,Finals,Sun,Away,W,2,0,Cruz Azul,1.5,0.3,44.0,71240.0,Oribe Peralta,4/4/2002,César Arturo Ramos,Match Report,Leg 2 of 2; América won,12,9,19.8,0.0,0,0,America,2019,1,America,Cruz Azul,2.5,1.0,11.25,4.5,17.025,0.25,0.5
2019-01-11,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,2,1,Atlas,1.3,0.5,49.0,46056.0,Oribe Peralta,4/4/2002,Jorge Pérez,Match Report,,14,4,18.7,0.0,0,0,America,2019,1,America,Atlas,2.25,0.5,11.0,5.75,17.675,0.25,0.5
2019-01-19,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,Pachuca,1.4,0.6,43.0,22507.0,Oribe Peralta,4/4/2002,Óscar Macias,Match Report,,11,6,17.8,0.0,0,0,America,2019,1,America,Pachuca,2.5,0.5,12.25,5.75,17.75,0.25,0.25
2019-01-26,2023-04-12 17:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,2,3,Monterrey,1.6,2.7,61.0,46292.0,Paul Aguilar,4/4/2002,Fernando Guerrero,Match Report,,14,7,18.0,0.0,0,0,America,2019,-1,America,Monterrey,1.75,0.25,11.25,5.25,18.825,0.0,0.0
2019-02-02,2023-04-12 17:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,2,0,Querétaro,1.5,0.5,49.0,16503.0,Paul Aguilar,4/4/2002,Jorge Rojas,Match Report,,16,8,24.2,0.0,1,1,America,2019,1,America,Queretaro,2.25,1.0,12.75,6.5,18.575,0.0,0.0
2019-02-09,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,L,0,3,León,1.4,1.6,48.0,23867.0,Paul Aguilar,4/4/2002,Oscar Mejia,Match Report,,22,5,18.3,2.0,0,0,America,2019,-1,America,Leon,2.25,1.0,13.75,6.25,19.675,0.25,0.25
2019-02-17,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,0,1,UNAM,1.5,1.0,46.0,42600.0,Paul Aguilar,4/4/2002,César Arturo Ramos,Match Report,,12,3,17.9,1.0,0,0,America,2019,-1,America,UNAM,1.75,1.5,15.75,6.5,19.575,0.25,0.25
2019-02-23,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,Lobos BUAP,1.3,0.3,61.0,20612.0,Paul Aguilar,4-1-2-1-2,Diego Montaño,Match Report,,16,6,19.6,0.0,0,0,America,2019,1,America,Lobos BUAP,1.0,1.75,16.0,5.75,19.6,0.25,0.25
2019-03-01,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,D,2,2,Morelia,1.2,1.6,56.0,30125.0,Paul Aguilar,4-3-1-2,Fernando Hernández,Match Report,,17,7,19.2,3.0,0,0,America,2019,0,America,Morelia,1.25,1.0,16.5,5.5,20.0,0.25,0.25
2019-03-05,2023-04-12 20:50:00,Liga MX,Clausura 2019 Regular Season,Tue,Home,L,1,3,Necaxa,2.5,1.2,59.0,14241.0,Paul Aguilar,4/3/2003,Marco Antonio Nava,Match Report,,19,9,19.3,1.0,0,0,America,2019,-1,America,Necaxa,1.25,1.5,16.75,5.25,18.75,0.0,0.0
2019-03-09,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,1,0,Puebla,1.8,0.4,66.0,21614.0,Agustín Marchesín,4-2-3-1,Andonai Escobedo,Match Report,,24,8,19.7,0.0,0,0,America,2019,1,America,Puebla,1.5,1.5,16.0,6.25,19.0,0.0,0.0
2019-03-16,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,W,2,0,Guadalajara,1.3,0.9,49.0,41075.0,Paul Aguilar,4-2-3-1,Jorge Rojas,Match Report,,13,7,15.8,1.0,0,0,America,2019,1,America,Guadalajara,1.75,1.25,19.0,7.5,19.45,0.0,0.0
2019-03-30,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,3,0,UANL,1.3,0.6,37.0,36220.0,Paul Aguilar,4-2-3-1,Jorge Pérez,Match Report,,13,6,20.4,1.0,0,0,America,2019,1,America,UANL,1.5,1.25,18.25,7.75,18.5,0.0,0.0
2019-04-06,2023-04-12 20:06:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,2,3,Tijuana,0.6,1.2,52.0,27333.0,Paul Aguilar,4-2-3-1,Fernando Hernández,Match Report,,11,2,18.1,0.0,0,0,America,2019,-1,America,Tijuana,1.75,0.75,17.25,7.5,18.8,0.0,0.0
2019-04-14,2023-04-12 18:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,0,0,Cruz Azul,0.8,0.5,53.0,47407.0,Paul Aguilar,4-2-3-1,Marco Antonio Nava,Match Report,,8,2,14.4,0.0,0,0,America,2019,0,America,Cruz Azul,2.0,0.75,15.25,5.75,18.5,0.0,0.0
2019-04-21,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,2,3,Toluca,2.6,2.1,60.0,25744.0,Paul Aguilar,4-4-1-1,Luis Santander,Match Report,,27,7,17.0,1.0,0,0,America,2019,-1,America,Toluca,1.75,0.75,11.25,4.25,17.175,0.0,0.0
2019-04-27,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Home,W,1,0,Santos,1.3,0.3,45.0,2672.0,Paul Aguilar,4/4/2002,Jorge Rojas,Match Report,,13,1,25.2,0.0,1,1,America,2019,1,America,Santos,1.75,1.5,14.75,4.25,17.475,0.0,0.0
2019-05-03,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,2,0,Veracruz,1.1,1.7,56.0,26550.0,Agustín Marchesín,4/4/2002,Eduardo Basulto,Match Report,,14,4,16.0,2.0,0,0,America,2019,1,America,Veracruz,1.25,1.5,14.75,3.0,18.675,0.25,0.25
2019-05-09,2023-04-12 21:05:00,Liga MX,Quarter-finals,Thu,Home,W,3,1,Cruz Azul,1.3,1.2,45.0,31450.0,Paul Aguilar,4-4-1-1,Jorge Rojas,Match Report,Leg 1 of 2,11,4,16.2,0.0,0,0,America,2019,1,America,Cruz Azul,1.25,0.75,15.5,3.5,18.150000000000002,0.25,0.25
2019-05-12,2023-04-12 18:10:00,Liga MX,Quarter-finals,Sun,Away,L,0,1,Cruz Azul,0.4,1.4,34.0,34779.0,Paul Aguilar,4-4-1-1,Fernando Guerrero,Match Report,Leg 2 of 2; América won,7,1,21.4,2.0,0,0,America,2019,-1,America,Cruz Azul,2.0,1.0,16.25,4.0,18.6,0.25,0.25
2019-05-16,2023-04-12 20:30:00,Liga MX,Semi-finals,Thu,Home,L,0,1,León,0.7,0.9,51.0,27228.0,Paul Aguilar,4-4-1-1,Jorge Pérez,Match Report,Leg 1 of 2,14,5,19.2,2.0,0,0,America,2019,-1,America,Leon,1.5,0.5,11.25,2.5,19.7,0.25,0.25
2019-05-19,2023-04-12 20:06:00,Liga MX,Semi-finals,Sun,Away,W,1,0,León,0.9,1.1,53.0,26721.0,Paul Aguilar,4-4-1-1,César Arturo Ramos,Match Report,Leg 2 of 2; León won,15,4,21.6,0.0,0,0,America,2019,1,America,Leon,1.25,0.75,11.5,3.5,18.2,0.0,0.0
2019-07-20,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,2,Monterrey,2.7,1.5,45.0,31129.0,Paul Aguilar,4-2-3-1,César Arturo Ramos,Match Report,,15,6,17.7,1.0,1,1,America,2020,1,America,Monterrey,1.0,0.75,11.75,3.5,19.599999999999998,0.0,0.0
2019-07-27,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,0,0,León,0.3,2.2,50.0,26632.0,Paul Aguilar,4-2-3-1,Roberto García,Match Report,,6,3,21.5,1.0,0,0,America,2020,0,America,Leon,1.25,1.0,12.75,4.0,19.975,0.25,0.25
2019-08-03,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,1,Tijuana,2.7,0.7,51.0,26348.0,Paul Aguilar,4-2-3-1,Eduardo Basulto,Match Report,,21,6,20.6,1.0,0,0,America,2020,1,America,Tijuana,1.25,0.75,12.5,4.5,20.0,0.25,0.25
2019-08-11,2023-04-12 12:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,1,0,Toluca,0.3,1.0,48.0,25744.0,Paul Aguilar,4-2-3-1,Jorge Rojas,Match Report,,9,2,26.4,0.0,0,0,America,2020,1,America,Toluca,2.0,0.75,14.25,4.75,20.35,0.25,0.25
2019-08-17,2023-04-12 21:05:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,1,0,Morelia,0.8,1.2,61.0,28117.0,Paul Aguilar,4-2-3-1,Fernando Hernández,Match Report,,14,2,21.1,1.0,0,0,America,2020,1,America,Morelia,2.0,0.75,12.75,4.25,21.55,0.25,0.25
2019-08-24,2023-04-12 21:05:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,UANL,0.5,0.8,35.0,41589.0,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,,11,3,24.7,2.0,0,0,America,2020,0,America,UANL,1.25,0.25,12.5,3.25,22.4,0.0,0.0
2019-08-27,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1,1,Pachuca,1.5,1.0,60.0,19771.0,Paul Aguilar,3/4/2003,Erick Yair Miranda,Match Report,,15,3,20.5,0.0,0,1,America,2020,0,America,Pachuca,1.5,0.5,13.75,3.25,23.2,0.0,0.0
2019-08-30,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,3,Atlas,1.6,2.3,44.0,40700.0,Paul Aguilar,4-2-3-1,Roberto García,Match Report,,14,3,23.7,2.0,0,0,America,2020,-1,America,Atlas,1.0,0.5,12.25,2.5,23.174999999999997,0.0,0.25
2019-09-14,2023-04-12 21:06:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,UNAM,1.4,0.7,37.0,38317.0,Paul Aguilar,4/4/2002,Marco Antonio Nava,Match Report,,6,2,15.8,1.0,0,0,America,2020,0,America,UNAM,0.75,1.25,13.5,2.75,22.5,0.0,0.25
2019-09-21,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,2,2,Querétaro,2.5,1.3,59.0,28032.0,Paul Aguilar,4-2-3-1,Luis Santander,Match Report,,22,7,17.4,1.0,0,0,America,2020,0,America,Queretaro,0.75,1.5,11.5,2.75,21.175,0.0,0.25
2019-09-25,2023-04-12 18:00:00,Liga MX,Apertura 2019 Regular Season,Wed,Away,D,1,1,FC Juárez,1.2,1.1,58.0,19704.0,Emanuel Aguilera,4-2-3-1,Oscar Mejia,Match Report,,14,6,18.4,1.0,0,0,America,2020,0,America,FC Juarez,1.0,1.75,14.25,3.75,19.35,0.0,0.25
2019-09-28,2023-04-12 21:05:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,1,Guadalajara,2.9,0.2,57.0,63908.0,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,,25,10,18.6,1.0,1,1,America,2020,1,America,Guadalajara,1.0,1.75,14.0,4.5,18.825,0.0,0.0
2019-10-05,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2,5,Cruz Azul,0.9,2.3,47.0,30568.0,Paul Aguilar,4-2-3-1,Marco Antonio Nava,Match Report,,8,3,21.9,1.0,0,0,America,2020,-1,America,Cruz Azul,2.0,1.25,16.75,6.25,17.55,0.25,0.25
2019-10-19,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,2,2,Necaxa,0.7,1.0,44.0,23851.0,Paul Aguilar,4-2-3-1,Eduardo Basulto,Match Report,,12,5,17.7,1.0,0,0,America,2020,0,America,Necaxa,2.25,2.25,17.25,6.5,19.075,0.25,0.25
2019-10-26,2023-04-12 20:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,2,0,Puebla,2.5,1.5,57.0,20057.0,Paul Aguilar,4-2-3-1,Fernando Hernández,Match Report,,16,6,17.4,0.0,0,0,America,2020,1,America,Puebla,2.25,2.25,14.75,6.0,19.15,0.25,0.25
2019-10-29,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,1,0,Atlético,1.8,0.3,53.0,,Paul Aguilar,4-2-3-1,Erick Yair Miranda,Match Report,,22,6,19.3,2.0,0,0,America,2020,1,America,Atletico,2.5,2.0,15.25,6.0,18.9,0.25,0.25
2019-11-02,2023-04-12 19:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,1,2,Santos,0.9,1.3,54.0,21855.0,Paul Aguilar,4-2-3-1,César Arturo Ramos,Match Report,,17,5,19.7,0.0,0,0,America,2020,-1,America,Santos,1.75,1.75,14.5,5.0,19.075,0.0,0.0
2019-11-08,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,5,0,Veracruz,3.4,0.5,59.0,17856.0,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,,18,8,17.7,3.0,0,0,America,2020,1,America,Veracruz,1.5,1.0,16.75,5.5,18.525,0.0,0.0
2019-11-28,2023-04-12 21:05:00,Liga MX,Quarter-finals,Thu,Home,L,1,2,UANL,1.3,0.9,59.0,45005.0,Paul Aguilar,4-2-3-1,Fernando Guerrero,Match Report,Leg 1 of 2,15,2,17.2,0.0,0,0,America,2020,-1,America,UANL,2.25,0.5,18.25,6.25,18.525,0.0,0.0
2019-12-01,2023-04-12 21:00:00,Liga MX,Quarter-finals,Sun,Away,W,4,2,UANL,2.5,2.5,40.0,41615.0,Paul Aguilar,4/4/2002,César Arturo Ramos,Match Report,Leg 2 of 2; América won,16,8,20.4,0.0,1,1,America,2020,1,America,UANL,2.0,1.0,18.0,5.25,18.475,0.0,0.0
2019-12-05,2023-04-12 20:30:00,Liga MX,Semi-finals,Thu,Away,L,0,2,Morelia,1.2,1.9,44.0,33200.0,Paul Aguilar,4/4/2002,,Match Report,Leg 1 of 2,14,3,18.2,2.0,0,0,America,2020,-1,America,Morelia,2.75,1.5,16.5,5.75,18.75,0.25,0.25
2019-12-08,2023-04-12 18:30:00,Liga MX,Semi-finals,Sun,Home,W,2,0,Morelia,1.5,0.6,50.0,63263.0,Paul Aguilar,4/4/2002,Luis Santander,Match Report,Leg 2 of 2; América won,15,5,16.7,0.0,0,0,America,2020,1,America,Morelia,2.5,1.5,15.75,5.25,18.375,0.25,0.25
2019-12-26,2023-04-12 20:36:00,Liga MX,Finals,Thu,Away,L,1,2,Monterrey,0.7,1.1,36.0,52929.0,Paul Aguilar,4/4/2002,Luis Santander,Match Report,Leg 1 of 2,8,1,21.4,0.0,0,0,America,2020,-1,America,Monterrey,1.75,1.5,15.0,4.5,18.125,0.25,0.25
2019-12-29,2023-04-12 20:15:00,Liga MX,Finals,Sun,Home,L,,,Monterrey,1.7,1.6,48.0,72719.0,Paul Aguilar,4/4/2002,César Arturo Ramos,Match Report,Leg 2 of 2; Monterrey won; Monterrey won on penalty kicks following extra time,22,7,18.4,1.0,0,0,America,2020,-1,America,Monterrey,1.75,1.5,13.25,4.25,19.174999999999997,0.25,0.25
2020-02-09,2023-04-12 18:00:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,2,1,Querétaro,1.1,1.2,51.0,34050.0,Paul Aguilar,4-3-1-2,Óscar Macias,Match Report,,11,4,16.9,0.0,0,0,America,2020,1,America,Queretaro,0.75,0.75,14.5,4.5,22.025,0.0,0.0
2020-02-15,2023-04-12 19:00:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,2,0,Atlas,1.0,1.1,43.0,26612.0,Paul Aguilar,4-4-1-1,Fernando Hernández,Match Report,,11,5,18.4,0.0,0,0,America,2020,1,America,Atlas,1.0,1.0,14.25,4.5,21.3,0.0,0.0
2020-02-22,2023-04-12 21:00:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,W,1,0,Monterrey,1.3,1.8,40.0,43636.0,Paul Aguilar,4/3/2003,Jorge Rojas,Match Report,,5,3,14.7,0.0,0,0,America,2020,1,America,Monterrey,1.5,1.0,14.75,5.5,19.424999999999997,0.0,0.0
2020-02-29,2023-04-12 19:00:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,L,0,3,Necaxa,0.3,1.5,40.0,29477.0,Paul Aguilar,4-4-1-1,Oscar Mejia,Match Report,,6,0,16.8,1.0,0,0,America,2020,-1,America,Necaxa,1.5,0.25,12.25,5.25,17.099999999999998,0.0,0.0
2020-03-06,2023-04-12 20:00:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,D,3,3,UNAM,1.1,1.7,49.0,43560.0,Paul Aguilar,4/4/2002,Fernando Hernández,Match Report,,12,6,18.2,2.0,0,0,America,2020,0,America,UNAM,1.25,1.0,8.25,3.0,16.7,0.0,0.0
2020-03-15,2023-04-12 20:15:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,L,0,1,Cruz Azul,1.3,1.5,59.0,,Paul Aguilar,4/4/2002,Fernando Guerrero,Match Report,,9,1,19.4,0.0,0,1,America,2020,-1,America,Cruz Azul,1.5,1.5,8.5,3.5,17.025,0.0,0.0
2020-07-27,2023-04-12 20:00:00,Liga MX,Guardianes 2020 Regular Season,Mon,Away,W,2,1,Pachuca,1.7,1.5,47.0,,Bruno Valdez,4/4/2002,Mario Vargas,Match Report,,12,6,21.1,1.0,1,1,America,2021,1,America,Pachuca,1.0,1.75,8.0,2.5,17.275,0.0,0.25
2020-08-01,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,4,0,Tijuana,1.7,0.4,49.0,,Bruno Valdez,4/4/2002,Adonai Escobedo,Match Report,,22,9,20.7,2.0,0,0,America,2021,1,America,Tijuana,1.25,2.0,9.75,3.25,18.875,0.25,0.5
2020-08-07,2023-04-12 19:30:00,Liga MX,Guardianes 2020 Regular Season,Fri,Away,D,1,1,Necaxa,1.0,2.4,44.0,,Bruno Valdez,4/4/2002,Jorge Rojas,Match Report,,8,2,11.6,0.0,0,0,America,2021,0,America,Necaxa,2.25,1.25,13.75,5.5,19.85,0.25,0.5
2020-08-13,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Thu,Home,W,3,1,Santos,1.7,1.8,55.0,,Paul Aguilar,4/4/2002,Fernando Hernández,Match Report,,15,7,16.7,0.0,0,0,America,2021,1,America,Santos,1.75,0.75,12.75,4.5,18.2,0.25,0.5
2020-08-16,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,L,1,4,Querétaro,0.6,2.3,61.0,,Paul Aguilar,4-1-4-1,Diego Montaño,Match Report,,12,7,21.7,1.0,0,0,America,2021,-1,America,Queretaro,2.5,0.75,14.25,6.0,17.525,0.25,0.25
2020-08-22,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,L,1,3,Monterrey,1.8,2.1,56.0,,Paul Aguilar,4/4/2002,Fernando Guerrero,Match Report,,10,2,19.9,0.0,1,1,America,2021,-1,America,Monterrey,2.25,1.5,14.25,6.25,17.675,0.0,0.0
2020-08-29,2023-04-12 19:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Away,W,2,1,Atlético,2.8,1.9,44.0,,Guillermo Ochoa,5/3/2002,Jorge Pérez,Match Report,,17,6,15.8,1.0,1,1,America,2021,1,America,Atletico,1.5,2.25,11.25,4.5,17.474999999999998,0.25,0.25
2020-09-02,2023-04-12 20:00:00,Liga MX,Guardianes 2020 Regular Season,Wed,Home,W,3,1,Mazatlán,0.3,2.1,35.0,,Guillermo Ochoa,3/5/2002,Eduardo Basulto,Match Report,,5,2,17.6,1.0,0,0,America,2021,1,America,Mazatlan,1.75,2.25,13.5,5.5,18.525,0.5,0.5
2020-09-08,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Tue,Away,W,3,2,Puebla,2.5,1.9,56.0,,Guillermo Ochoa,5/3/2002,Marco Antonio Nava,Match Report,,22,6,18.2,1.0,1,1,America,2021,1,America,Puebla,1.75,2.25,11.0,4.25,18.75,0.5,0.5
2020-09-12,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,1,1,Toluca,0.9,0.8,68.0,,Guillermo Ochoa,4-1-2-1-2,Fernando Guerrero,Match Report,,13,6,26.6,3.0,0,0,America,2021,0,America,Toluca,2.25,1.75,13.5,4.0,17.875,0.75,0.75
2020-09-19,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,W,1,0,Guadalajara,0.6,1.1,45.0,,Guillermo Ochoa,4-1-3-2,Fernando Hernández,Match Report,,12,3,19.5,1.0,0,0,America,2021,1,America,Guadalajara,2.25,1.25,14.25,5.0,19.55,0.5,0.5
2020-09-27,2023-04-12 20:45:00,Liga MX,Guardianes 2020 Regular Season,Sun,Away,D,0,0,Cruz Azul,0.4,1.5,49.0,,Paul Aguilar,3/5/2002,Jorge Pérez,Match Report,,3,1,21.2,0.0,0,0,America,2021,0,America,Cruz Azul,2.0,1.0,13.0,4.25,20.475,0.25,0.25
2020-10-03,2023-04-12 21:00:00,Liga MX,Guardianes 2020 Regular Season,Sat,Home,D,2,2,UNAM,2.8,0.9,60.0,,Henry Martín,4-3-1-2,Jorge Rojas,Match Report,,24,10,15.1,2.0,1,1,America,2021,0,America,UNAM,1.25,0.75,12.5,4.0,21.375,0.25,0.25
