date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season,result_num,team_new,opponent_new,gf_avg,ga_avg,sh_avg,sot_avg,dist_avg,pk_avg,pkatt_avg
2022-02-11,2023-04-12 18:00:00,Liga MX,Clausura 2022 Regular Season,Fri,Away,L,0,2,Mazatlán,1.2,1.6,59.0,8221.0,Brayan Angulo,4-1-4-1,Fernando Guerrero,Match Report,,10,2,19.4,0.0,0,0,Tijuana,2022,-1,Tijuana,Mazatlan,0.75,1.5,17.25,5.25,18.1,0.0,0.25
2022-02-18,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,D,1,1,Necaxa,1.8,0.3,53.0,10333.0,Brayan Angulo,4/3/2003,Ismael Lopez,Match Report,,16,3,20.7,0.0,0,0,Tijuana,2022,0,Tijuana,Necaxa,0.75,1.5,16.5,5.0,18.225,0.0,0.25
2022-02-25,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,W,2,0,Atlas,1.0,0.7,48.0,14333.0,Brayan Angulo,4-2-3-1,Jorge Pérez,Match Report,,16,8,22.2,1.0,0,0,Tijuana,2022,1,Tijuana,Atlas,0.75,1.5,15.0,3.75,19.425,0.0,0.25
2022-03-01,2023-04-12 19:00:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,W,2,1,Toluca,0.7,1.1,36.0,12523.0,Brayan Angulo,4-2-3-1,Jorge Camacho,Match Report,,6,2,18.9,0.0,0,0,Tijuana,2022,1,Tijuana,Toluca,1.0,0.75,17.0,5.5,20.825,0.0,0.25
2022-03-13,2023-04-12 19:00:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,0,4,Santos,0.9,2.0,55.0,9895.0,Brayan Angulo,4-2-3-1,Brian Gonzalez,Match Report,,12,2,18.5,0.0,0,0,Tijuana,2022,-1,Tijuana,Santos,1.25,1.0,12.0,3.75,20.299999999999997,0.0,0.0
2022-03-20,2023-04-12 20:06:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,W,1,0,FC Juárez,1.4,1.8,41.0,17333.0,Brayan Angulo,4-2-3-1,Luis Santander,Match Report,,11,2,20.2,1.0,0,1,Tijuana,2022,1,Tijuana,FC Juarez,1.25,1.5,12.5,3.75,20.075,0.0,0.0
2022-04-03,2023-04-12 19:00:00,Liga MX,Clausura 2022 Regular Season,Sun,Away,L,0,2,UANL,0.8,2.3,41.0,37691.0,Brayan Angulo,4-2-3-1,Óscar Macias,Match Report,,14,8,18.2,0.0,0,0,Tijuana,2022,-1,Tijuana,UANL,1.25,1.25,11.25,3.5,19.95,0.0,0.25
2022-04-06,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Wed,Home,D,1,1,Atlético,2.6,1.2,55.0,13533.0,Brayan Angulo,4-2-3-1,Jesus Lopez,Match Report,,21,6,16.3,0.0,1,1,Tijuana,2022,0,Tijuana,Atletico,0.75,1.75,10.75,3.5,18.95,0.0,0.25
2022-04-11,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Mon,Away,D,0,0,Pachuca,0.2,2.7,34.0,9191.0,Brayan Angulo,4-2-3-1,Daniel Quintero,Match Report,,5,0,25.0,0.0,0,0,Tijuana,2022,0,Tijuana,Pachuca,0.5,1.75,14.5,4.5,18.3,0.25,0.5
2022-04-15,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Fri,Home,L,1,3,América,0.4,3.1,50.0,27333.0,Brayan Angulo,4-2-3-1,Luis Santander,Match Report,,7,1,16.7,0.0,0,0,Tijuana,2022,-1,Tijuana,America,0.5,0.75,12.75,4.0,19.925,0.25,0.5
2022-04-19,2023-04-12 21:00:00,Liga MX,Clausura 2022 Regular Season,Tue,Away,L,1,2,Guadalajara,0.9,0.9,56.0,20945.0,Brayan Angulo,4/3/2003,Adonai Escobedo,Match Report,,14,4,18.0,0.0,0,0,Tijuana,2022,-1,Tijuana,Guadalajara,0.5,1.5,11.75,3.75,19.049999999999997,0.25,0.25
2022-04-24,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Sun,Home,D,2,2,Querétaro,2.9,1.6,46.0,,Brayan Angulo,4-1-4-1,Marco Ortíz,Match Report,,17,7,16.4,0.0,1,1,Tijuana,2022,0,Tijuana,Queretaro,0.75,1.5,11.75,2.75,19.0,0.25,0.25
2022-04-30,2023-04-12 19:06:00,Liga MX,Clausura 2022 Regular Season,Sat,Away,L,0,2,Monterrey,1.0,2.3,43.0,28642.0,Brayan Angulo,4-2-3-1,Daniel Quintero,Match Report,,7,3,21.6,1.0,0,0,Tijuana,2022,-1,Tijuana,Monterrey,1.0,1.75,10.75,3.0,19.025,0.25,0.25
2022-07-03,2023-04-12 12:00:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,D,1,1,UNAM,1.2,1.4,40.0,15092.0,Jonathan Orozco,4-2-3-1,Adonai Escobedo,Match Report,,4,1,26.1,0.0,1,1,Tijuana,2023,0,Tijuana,UNAM,1.0,2.25,11.25,3.75,18.175,0.25,0.25
2022-07-08,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Fri,Home,L,0,2,FC Juárez,0.3,0.9,40.0,19733.0,Jonathan Orozco,4-2-3-1,Óscar Macias,Match Report,,7,3,20.0,0.0,0,0,Tijuana,2023,-1,Tijuana,FC Juarez,1.0,1.75,10.5,3.75,20.525,0.5,0.5
2022-07-17,2023-04-12 19:00:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,L,0,1,UANL,0.3,1.4,44.0,40583.0,Jonathan Orozco,4-2-3-1,Victor Caceres,Match Report,,6,2,22.2,0.0,0,0,Tijuana,2023,-1,Tijuana,UANL,0.75,1.75,8.75,3.5,21.025,0.5,0.5
2022-07-23,2023-04-12 18:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,2,0,América,1.5,0.1,37.0,29333.0,Lisandro López,4-2-3-1,Fernando Hernández,Match Report,,13,3,23.7,1.0,1,1,Tijuana,2023,1,Tijuana,America,0.25,1.5,6.0,2.25,22.474999999999998,0.25,0.25
2022-07-26,2023-04-12 19:00:00,Liga MX,Apertura 2022 Regular Season,Tue,Away,W,2,1,Atlas,1.2,0.8,38.0,12481.0,Lisandro López,4-2-3-1,Diego Montaño,Match Report,,15,5,23.5,1.0,0,0,Tijuana,2023,1,Tijuana,Atlas,0.75,1.0,7.5,2.25,23.0,0.5,0.5
2022-07-30,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Sat,Home,W,2,0,Mazatlán,1.0,0.5,47.0,20333.0,Lisandro López,4-2-3-1,Daniel Quintero,Match Report,,10,5,18.4,0.0,0,0,Tijuana,2023,1,Tijuana,Mazatlan,1.0,1.0,10.25,3.25,22.35,0.25,0.25
2022-08-07,2023-04-12 12:00:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,L,1,3,Toluca,0.9,3.1,38.0,17435.0,Lisandro López,4-2-3-1,César Arturo Ramos,Match Report,,13,6,23.5,1.0,0,0,Tijuana,2023,-1,Tijuana,Toluca,1.5,0.5,11.0,3.75,21.950000000000003,0.25,0.25
2022-08-12,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Fri,Home,D,3,3,Puebla,1.4,0.9,46.0,12860.0,Lisandro López,4-2-3-1,Luis Santander,Match Report,,12,4,19.4,0.0,0,1,Tijuana,2023,0,Tijuana,Puebla,1.75,1.0,12.75,4.75,22.275,0.25,0.25
2022-08-17,2023-04-12 21:05:00,Liga MX,Apertura 2022 Regular Season,Wed,Away,W,2,1,Cruz Azul,1.0,0.7,48.0,12492.0,Lisandro López,4-2-3-1,Diego Montaño,Match Report,,7,2,15.9,0.0,0,0,Tijuana,2023,1,Tijuana,Cruz Azul,2.0,1.75,12.5,5.0,21.2,0.0,0.25
2022-08-20,2023-04-12 17:00:00,Liga MX,Apertura 2022 Regular Season,Sat,Away,L,0,2,Querétaro,0.7,0.4,62.0,,Lisandro López,4-2-3-1,Guillermo Pacheco,Match Report,,10,1,17.1,0.0,0,0,Tijuana,2023,-1,Tijuana,Queretaro,2.0,1.75,10.5,4.25,19.3,0.0,0.25
2022-08-25,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Thu,Home,L,0,2,Santos,1.3,0.9,54.0,24333.0,Lisandro López,4-2-3-1,Adonai Escobedo,Match Report,,24,4,20.9,0.0,0,0,Tijuana,2023,-1,Tijuana,Santos,1.5,2.25,10.5,3.25,18.975,0.0,0.25
2022-08-28,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Sun,Home,L,0,3,Monterrey,0.8,1.7,36.0,24433.0,Lisandro López,4-2-3-1,Brian Gonzalez,Match Report,,13,5,17.3,0.0,0,0,Tijuana,2023,-1,Tijuana,Monterrey,1.25,2.0,13.25,2.75,18.325,0.0,0.25
2022-09-01,2023-04-12 19:00:00,Liga MX,Apertura 2022 Regular Season,Thu,Away,D,0,0,Atlético,0.9,0.3,56.0,9723.0,Jonathan Orozco,4-3-3,Daniel Quintero,Match Report,,14,3,21.5,0.0,0,0,Tijuana,2023,0,Tijuana,Atletico,0.5,2.0,13.5,3.0,17.8,0.0,0.0
2022-09-07,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Wed,Home,L,1,2,Guadalajara,1.5,0.6,52.0,28333.0,Jonathan Orozco,4-4-2,Guillermo Pacheco,Match Report,,14,3,17.5,0.0,0,0,Tijuana,2023,-1,Tijuana,Guadalajara,0.0,1.75,15.25,3.25,19.2,0.0,0.0
2022-09-11,2023-04-12 20:05:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,L,1,6,Pachuca,1.6,2.1,44.0,9511.0,Jonathan Orozco,4-2-3-1,Óscar Macias,Match Report,,12,3,23.9,1.0,0,1,Tijuana,2023,-1,Tijuana,Pachuca,0.25,1.75,16.25,3.75,19.3,0.0,0.0
2022-09-18,2023-04-12 19:05:00,Liga MX,Apertura 2022 Regular Season,Sun,Home,D,1,1,Necaxa,1.9,0.9,54.0,24333.0,Lisandro López,4-2-3-1,Diego Montaño,Match Report,,28,7,17.3,0.0,0,0,Tijuana,2023,0,Tijuana,Necaxa,0.5,2.75,13.25,3.5,20.05,0.0,0.25
2022-10-02,2023-04-12 20:00:00,Liga MX,Apertura 2022 Regular Season,Sun,Away,D,2,2,León,0.7,1.8,43.0,24024.0,Lisandro López,4-3-3,Luis Santander,Match Report,,6,2,13.8,0.0,0,0,Tijuana,2023,0,Tijuana,Leon,0.75,2.25,17.0,4.0,20.05,0.0,0.25
2023-01-08,2023-04-12 19:10:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,D,1,1,Cruz Azul,1.7,0.7,41.0,27333.0,Lisandro López,4-2-3-1,Daniel Quintero,Match Report,,15,8,20.4,0.0,1,1,Tijuana,2023,0,Tijuana,Cruz Azul,1.25,2.75,15.0,3.75,18.125,0.0,0.25
2023-01-14,2023-04-12 18:05:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,3,FC Juárez,1.5,1.3,53.0,,Lisandro López,4-2-3-1,Victor Caceres,Match Report,,15,3,17.2,0.0,0,0,Tijuana,2023,-1,Tijuana,FC Juarez,1.25,2.5,15.25,5.0,18.85,0.25,0.5
2023-01-20,2023-04-12 19:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,1,1,UANL,0.6,0.5,39.0,,Lisandro López,4-2-3-1,Adonai Escobedo,Match Report,,8,2,16.7,0.0,0,0,Tijuana,2023,0,Tijuana,UANL,1.0,1.75,16.0,5.0,17.174999999999997,0.25,0.25
2023-01-27,2023-04-12 19:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,0,0,UNAM,1.3,0.1,66.0,,Lisandro López,4-2-3-1,Ismael Lopez,Match Report,,22,6,18.0,0.0,0,0,Tijuana,2023,0,Tijuana,UNAM,1.0,1.75,11.0,3.75,17.025,0.25,0.25
2023-02-03,2023-04-12 19:00:00,Liga MX,Clausura 2023 Regular Season,Fri,Away,D,1,1,Necaxa,0.8,0.8,50.0,,Lisandro López,4-1-2-1-2,César Arturo Ramos,Match Report,,10,2,23.7,0.0,0,0,Tijuana,2023,0,Tijuana,Necaxa,0.5,1.25,15.0,4.75,18.075,0.25,0.25
2023-02-10,2023-04-12 19:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,W,1,0,Atlético,1.1,0.7,63.0,21333.0,Lisandro López,4-2-3-1,Luis Santander,Match Report,,21,5,20.3,1.0,0,0,Tijuana,2023,1,Tijuana,Atletico,0.5,1.25,13.75,3.25,18.9,0.0,0.0
2023-02-15,2023-04-12 19:05:00,Liga MX,Clausura 2023 Regular Season,Wed,Away,L,1,2,Guadalajara,1.0,2.2,43.0,,Lisandro López,4-2-3-1,Diego Montaño,Match Report,,13,3,21.4,1.0,0,0,Tijuana,2023,-1,Tijuana,Guadalajara,0.75,0.5,15.25,3.75,19.675,0.0,0.0
2023-02-19,2023-04-12 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,1,2,América,1.1,1.7,41.0,,Lisandro López,5-3-2,Fernando Guerrero,Match Report,,14,4,19.2,1.0,0,0,Tijuana,2023,-1,Tijuana,America,0.75,0.75,16.5,4.0,20.849999999999998,0.0,0.0
2023-02-26,2023-04-12 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Home,W,2,0,Pachuca,1.6,1.2,42.0,,Lisandro López,4-1-4-1,Fernando Hernández,Match Report,,9,5,19.1,0.0,0,0,Tijuana,2023,1,Tijuana,Pachuca,1.0,1.25,14.5,3.5,21.15,0.0,0.0
2023-03-03,2023-04-12 19:15:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,1,1,Atlas,0.8,1.6,48.0,24533.0,Lisandro López,5-4-1,Daniel Quintero,Match Report,,9,2,13.3,0.0,0,0,Tijuana,2023,0,Tijuana,Atlas,1.25,1.0,14.25,4.25,20.0,0.0,0.0
2023-03-12,2023-04-12 19:05:00,Liga MX,Clausura 2023 Regular Season,Sun,Away,L,2,3,Santos,1.3,1.9,47.0,,Nicolás Díaz Huincales,5-3-2,Ismael Lopez,Match Report,,15,5,20.3,0.0,0,0,Tijuana,2023,-1,Tijuana,Santos,1.25,1.25,11.25,3.5,18.25,0.0,0.0
2023-03-17,2023-04-12 20:05:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,D,3,3,Toluca,1.7,0.6,48.0,,Lisandro López,5-3-2,Edgar Morales,Match Report,,18,9,17.6,0.0,0,0,Tijuana,2023,0,Tijuana,Toluca,1.5,1.5,11.75,4.0,17.975,0.0,0.0
2023-04-01,2023-04-12 19:15:00,Liga MX,Clausura 2023 Regular Season,Sat,Away,L,0,4,Monterrey,0.2,3.4,57.0,,Lisandro López,4-4-2,Óscar Macias,Match Report,,5,1,18.5,0.0,0,0,Tijuana,2023,-1,Tijuana,Monterrey,2.0,1.75,12.75,5.25,17.575000000000003,0.0,0.0
2023-04-07,2023-04-12 20:10:00,Liga MX,Clausura 2023 Regular Season,Fri,Home,L,1,2,Querétaro,1.5,1.3,64.0,,Lisandro López,4-4-2,Luis Santander,Match Report,,24,3,17.1,1.0,0,0,Tijuana,2023,-1,Tijuana,Queretaro,1.5,2.75,11.75,4.25,17.425,0.0,0.0
2018-08-19,2023-04-12 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,3,0,Tijuana,1.5,0.4,47.0,15419.0,Antonio Ríos,4/4/2002,Fernando Guerrero,Match Report,,13,6,19.6,2.0,0,0,Toluca,2019,1,Toluca,Tijuana,1.75,1.25,13.5,4.0,18.8,0.25,0.25
2018-08-22,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Wed,Away,L,0,1,Cruz Azul,0.7,1.2,56.0,31120.0,Alfredo Talavera,4/4/2002,Francisco Chacón,Match Report,,11,1,14.6,0.0,0,0,Toluca,2019,-1,Toluca,Cruz Azul,2.0,1.25,12.25,4.0,18.2,0.25,0.25
2018-08-26,2023-04-12 16:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,L,1,2,León,0.6,1.2,58.0,16698.0,Alfredo Talavera,4/4/2002,Diego Montaño,Match Report,,14,4,21.8,1.0,0,0,Toluca,2019,-1,Toluca,Leon,1.75,1.0,11.25,4.0,16.125,0.0,0.0
2018-09-02,2023-04-12 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,2,1,Santos,1.7,1.3,49.0,31000.0,Alfredo Talavera,4/4/2002,Marco Antonio Nava,Match Report,,15,5,23.2,0.0,1,1,Toluca,2019,1,Toluca,Santos,1.5,1.0,11.0,3.75,17.924999999999997,0.0,0.0
2018-09-14,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,W,3,2,Veracruz,1.4,1.1,43.0,8897.0,Rubens Sambueza,4-2-3-1,Luis Santander,Match Report,,9,3,18.0,1.0,1,1,Toluca,2019,1,Toluca,Veracruz,1.5,1.0,13.25,4.0,19.8,0.25,0.25
2018-09-22,2023-04-12 17:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Home,W,3,2,Necaxa,2.5,1.5,44.0,15705.0,Rubens Sambueza,4-2-3-1,Francisco Chacón,Match Report,,24,8,17.4,1.0,0,0,Toluca,2019,1,Toluca,Necaxa,1.5,1.5,12.25,3.25,19.4,0.5,0.5
2018-09-28,2023-04-12 21:00:00,Liga MX,Apertura 2018 Regular Season,Fri,Away,L,0,2,Atlas,0.9,1.1,51.0,15441.0,Rubens Sambueza,4-2-3-1,Andonai Escobedo,Match Report,,10,3,18.5,0.0,0,0,Toluca,2019,-1,Toluca,Atlas,2.25,1.75,15.5,5.0,20.099999999999998,0.5,0.5
2018-10-07,2023-04-12 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,2,1,Pachuca,1.3,0.2,31.0,16383.0,Antonio Ríos,4/4/2002,Diego Montaño,Match Report,,11,5,18.7,0.0,0,0,Toluca,2019,1,Toluca,Pachuca,2.0,1.75,14.5,4.75,19.275,0.5,0.5
2018-10-20,2023-04-12 21:06:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,L,1,2,Monterrey,1.2,1.7,53.0,29444.0,Rubens Sambueza,4/5/2001,Fernando Guerrero,Match Report,,11,4,18.3,0.0,0,0,Toluca,2019,-1,Toluca,Monterrey,2.0,1.75,13.5,4.75,18.15,0.25,0.25
2018-10-28,2023-04-12 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,W,4,0,Querétaro,2.2,0.3,58.0,15308.0,Alfredo Talavera,4/4/2002,Marco Antonio Nava,Match Report,,19,10,16.9,1.0,0,0,Toluca,2019,1,Toluca,Queretaro,1.5,1.75,14.0,5.0,18.224999999999998,0.0,0.0
2018-11-03,2023-04-12 19:00:00,Liga MX,Apertura 2018 Regular Season,Sat,Away,D,1,1,América,0.5,0.7,45.0,28635.0,Alfredo Talavera,4/4/2002,Óscar Macias,Match Report,,3,1,15.3,0.0,0,0,Toluca,2019,0,Toluca,America,1.75,1.25,12.75,5.5,18.1,0.0,0.0
2018-11-11,2023-04-12 12:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Home,L,0,1,UNAM,2.0,1.5,60.0,30000.0,Alfredo Talavera,4/4/2002,Fernando Guerrero,Match Report,,11,3,17.1,0.0,0,0,Toluca,2019,-1,Toluca,UNAM,2.0,1.0,11.0,5.0,17.3,0.0,0.0
2018-11-25,2023-04-12 16:00:00,Liga MX,Apertura 2018 Regular Season,Sun,Away,L,0,2,Lobos BUAP,1.4,0.8,61.0,8263.0,Rubens Sambueza,4/4/2002,Francisco Chacón,Match Report,,12,7,20.8,1.0,0,0,Toluca,2019,-1,Toluca,Lobos BUAP,1.5,1.0,11.0,4.5,16.9,0.0,0.0
2018-11-29,2023-04-12 19:00:00,Liga MX,Quarter-finals,Thu,Home,D,2,2,América,1.4,1.7,69.0,26031.0,Rubens Sambueza,4/4/2002,Marco Antonio Nava,Match Report,Leg 1 of 2,19,5,17.9,2.0,0,0,Toluca,2019,0,Toluca,America,1.25,1.0,11.25,5.25,17.525000000000002,0.0,0.0
2018-12-02,2023-04-12 18:30:00,Liga MX,Quarter-finals,Sun,Away,L,2,3,América,1.9,1.7,60.0,44118.0,Rubens Sambueza,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; América won,17,7,20.3,1.0,0,0,Toluca,2019,-1,Toluca,America,0.75,1.5,11.25,4.0,17.775,0.0,0.0
2019-01-04,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Fri,Away,W,3,1,Morelia,3.4,1.6,41.0,22889.0,Antonio Ríos,4-4-1-1,Luis Santander,Match Report,,22,6,15.2,0.0,0,0,Toluca,2019,1,Toluca,Morelia,1.0,2.0,14.75,5.5,19.025,0.0,0.0
2019-01-13,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,2,0,Puebla,1.5,1.0,54.0,12242.0,Antonio Ríos,4-4-1-1,Diego Montaño,Match Report,,15,9,17.2,1.0,0,0,Toluca,2019,1,Toluca,Puebla,1.75,2.0,17.5,6.25,18.55,0.0,0.0
2019-01-20,2023-04-12 18:30:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,0,1,Guadalajara,1.7,0.4,49.0,31718.0,Antonio Ríos,4-4-1-1,Jorge Pérez,Match Report,,16,4,18.3,1.0,0,0,Toluca,2019,-1,Toluca,Guadalajara,2.25,1.5,18.25,6.75,17.65,0.0,0.0
2019-01-27,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,L,0,1,UANL,1.8,0.5,48.0,20412.0,Antonio Ríos,4-4-1-1,Jorge Rojas,Match Report,,22,6,17.4,1.0,0,0,Toluca,2019,-1,Toluca,UANL,1.75,1.25,17.5,6.5,17.75,0.0,0.0
2019-02-02,2023-04-12 19:06:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,0,2,Tijuana,1.1,2.0,49.0,10329.0,Antonio Ríos,4-4-1-1,Andonai Escobedo,Match Report,,6,0,22.0,0.0,0,1,Toluca,2019,-1,Toluca,Tijuana,1.25,0.75,18.75,6.25,17.025,0.0,0.0
2019-02-10,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,D,1,1,Cruz Azul,0.4,1.2,60.0,19221.0,Antonio Ríos,4-4-1-1,Francisco Chacón,Match Report,,9,2,18.7,0.0,0,0,Toluca,2019,0,Toluca,Cruz Azul,0.5,1.0,14.75,4.75,18.724999999999998,0.0,0.25
2019-02-16,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,0,3,León,0.2,2.9,43.0,17653.0,Antonio Ríos,4-4-1-1,Alfredo Peñaloza,Match Report,,5,0,22.7,0.0,0,0,Toluca,2019,-1,Toluca,Leon,0.25,1.25,13.25,3.0,19.1,0.0,0.25
2019-02-24,2023-04-12 18:06:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,L,0,4,Santos,0.5,3.5,41.0,24877.0,Alfredo Talavera,4-2-3-1,Luis Santander,Match Report,,4,1,12.9,0.0,0,0,Toluca,2019,-1,Toluca,Santos,0.25,1.75,10.5,2.0,20.2,0.0,0.25
2019-03-03,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,3,1,Veracruz,2.0,0.9,62.0,14430.0,Alfredo Talavera,4-2-3-1,Fernando Guerrero,Match Report,,21,7,19.8,0.0,0,0,Toluca,2019,1,Toluca,Veracruz,0.25,2.5,6.0,0.75,19.075,0.0,0.25
2019-03-09,2023-04-12 21:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,D,1,1,Necaxa,1.3,1.3,47.0,15724.0,Alfredo Talavera,5/3/2002,Eduardo Basulto,Match Report,,11,1,13.8,0.0,0,0,Toluca,2019,0,Toluca,Necaxa,1.0,2.25,9.75,2.5,18.525,0.0,0.0
2019-03-17,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,2,0,Atlas,1.2,0.6,42.0,15948.0,Alfredo Talavera,5/3/2002,César Arturo Ramos,Match Report,,11,6,19.7,1.0,0,0,Toluca,2019,1,Toluca,Atlas,1.0,2.25,10.25,2.25,17.3,0.0,0.0
2019-03-30,2023-04-12 19:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,L,2,3,Pachuca,2.8,2.3,51.0,22765.0,Alfredo Talavera,5/3/2002,Jorge Rojas,Match Report,,14,6,13.5,0.0,1,1,Toluca,2019,-1,Toluca,Pachuca,1.5,1.5,11.75,3.75,16.549999999999997,0.0,0.0
2019-04-07,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,5,1,Monterrey,2.6,1.3,52.0,17853.0,Alfredo Talavera,5/3/2002,Marco Antonio Nava,Match Report,,24,10,21.4,2.0,0,0,Toluca,2019,1,Toluca,Monterrey,2.0,1.25,14.25,5.0,16.7,0.25,0.25
2019-04-13,2023-04-12 17:00:00,Liga MX,Clausura 2019 Regular Season,Sat,Away,D,0,0,Querétaro,0.5,1.1,42.0,14976.0,Alfredo Talavera,5/3/2002,Fernando Guerrero,Match Report,,9,4,19.1,0.0,0,0,Toluca,2019,0,Toluca,Queretaro,2.5,1.25,15.0,5.75,17.1,0.25,0.25
2019-04-21,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,3,2,América,2.1,2.6,40.0,25744.0,Alfredo Talavera,5/3/2002,Luis Santander,Match Report,,19,4,18.0,1.0,0,0,Toluca,2019,1,Toluca,America,2.25,1.0,14.5,6.5,18.425,0.25,0.25
2019-04-28,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Away,D,2,2,UNAM,2.6,3.4,44.0,16541.0,Alfredo Talavera,5/3/2002,Oscar Mejia,Match Report,,17,6,18.9,2.0,1,1,Toluca,2019,0,Toluca,UNAM,2.5,1.5,16.5,6.0,18.0,0.25,0.25
2019-05-05,2023-04-12 12:00:00,Liga MX,Clausura 2019 Regular Season,Sun,Home,W,4,0,Lobos BUAP,3.9,0.6,58.0,16793.0,Alfredo Talavera,5/4/2001,Óscar Macias,Match Report,,28,9,17.3,0.0,1,1,Toluca,2019,1,Toluca,Lobos BUAP,2.5,1.25,17.25,6.0,19.35,0.25,0.25
2019-07-21,2023-04-12 12:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,L,0,2,Querétaro,0.7,1.5,45.0,13015.0,Alfredo Talavera,4-1-3-2,Marco Antonio Nava,Match Report,,16,2,21.8,0.0,0,0,Toluca,2020,-1,Toluca,Queretaro,2.25,1.0,18.25,5.75,18.325,0.5,0.5
2019-07-27,2023-04-12 21:00:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,Cruz Azul,1.0,1.9,42.0,25320.0,Alfredo Talavera,4/5/2001,Diego Montaño,Match Report,,13,2,20.6,1.0,0,0,Toluca,2020,0,Toluca,Cruz Azul,2.25,1.5,20.0,5.25,19.0,0.5,0.5
2019-08-04,2023-04-12 18:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,2,FC Juárez,0.4,1.3,56.0,18117.0,Alfredo Talavera,5/3/2002,Fernando Hernández,Match Report,,8,0,24.4,1.0,0,0,Toluca,2020,-1,Toluca,FC Juarez,1.75,1.25,18.5,4.75,19.65,0.5,0.5
2019-08-11,2023-04-12 12:00:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,L,0,1,América,1.0,0.3,52.0,25744.0,Alfredo Talavera,5/3/2002,Jorge Rojas,Match Report,,9,2,15.1,1.0,0,0,Toluca,2020,-1,Toluca,America,1.25,1.25,16.25,3.25,21.025,0.25,0.25
