,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,team_name,season
9,2019-09-25,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,W,5,0,Veracruz,2.6,0.3,52.0,18622.0,Jonathan Orozco,4-2-3-1,Diego Montaño,Match Report,,18,11,17.9,1.0,0,0,Santos Laguna,2021
10,2019-09-29,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,2,UNAM,0.6,1.5,52.0,16203.0,Jonathan Orozco,4-4-2,Fernando Hernández,Match Report,,6,2,24.4,2.0,0,0,Santos Laguna,2021
11,2019-10-05,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,0,4,UANL,0.4,2.8,49.0,41426.0,Jonathan Orozco,4-4-2,Jorge Pérez,Match Report,,10,1,26.2,0.0,0,0,Santos Laguna,2021
12,2019-10-18,21:06,Liga MX,Apertura 2019 Regular Season,Fri,Home,W,4,1,Tijuana,3.3,0.8,49.0,19537.0,Jonathan Orozco,4-4-2,Fernando Guerrero,Match Report,,15,8,12.8,1.0,0,0,Santos Laguna,2021
13,2019-10-25,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,D,2,2,Morelia,2.8,0.9,49.0,13674.0,Jonathan Orozco,4-4-2,Eduardo Basulto,Match Report,,21,5,20.4,1.0,0,1,Santos Laguna,2021
14,2019-10-29,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,W,1,0,Querétaro,1.5,0.8,47.0,19688.0,Jonathan Orozco,4-4-1-1,Jorge Rojas,Match Report,,15,6,18.0,1.0,0,0,Santos Laguna,2021
15,2019-11-02,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,1,América,1.3,0.9,46.0,21855.0,Julio Furch,4-4-1-1,César Arturo Ramos,Match Report,,14,3,34.2,1.0,1,1,Santos Laguna,2021
16,2019-11-10,18:45,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,3,1,Cruz Azul,1.5,0.5,49.0,28016.0,Julio Furch,4-4-1-1,Roberto García,Match Report,,15,6,15.6,1.0,0,0,Santos Laguna,2021
17,2019-11-24,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,D,2,2,Toluca,1.2,0.8,58.0,13829.0,José Abella,4-4-1-1,Fernando Hernández,Match Report,,16,5,19.6,2.0,0,0,Santos Laguna,2021
18,2019-11-28,19:06,Liga MX,Quarter-finals,Thu,Away,L,2,5,Monterrey,2.2,1.9,58.0,33635.0,Jonathan Orozco,4-4-1-1,Jorge Rojas,Match Report,Leg 1 of 2,19,6,16.1,0.0,0,0,Santos Laguna,2021
19,2019-12-01,19:00,Liga MX,Quarter-finals,Sun,Home,D,1,1,Monterrey,2.0,1.1,61.0,25692.0,Jonathan Orozco,4-4-1-1,Luis Santander,Match Report,Leg 2 of 2; Monterrey won,22,3,18.7,0.0,0,0,Santos Laguna,2021
20,2020-01-10,19:10,Liga MX,Clausura 2020 Regular Season,Fri,Away,L,1,2,Tijuana,0.9,1.0,57.0,27033.0,Jonathan Orozco,4-4-1-1,Óscar Macias,Match Report,,15,5,22.2,1.0,0,0,Santos Laguna,2021
21,2020-01-19,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,3,2,León,2.9,2.1,48.0,20169.0,Jonathan Orozco,4-4-1-1,Fernando Guerrero,Match Report,,10,2,22.7,2.0,2,2,Santos Laguna,2021
22,2020-01-25,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,0,3,Cruz Azul,0.6,2.3,51.0,13586.0,Jonathan Orozco,4-4-1-1,Luis Santander,Match Report,,13,2,22.2,2.0,0,0,Santos Laguna,2021
23,2020-02-01,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,D,1,1,UNAM,3.1,0.3,51.0,20459.0,Jonathan Orozco,4-4-1-1,Oscar Mejia,Match Report,,12,3,17.9,1.0,1,1,Santos Laguna,2021
24,2020-02-07,21:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,D,2,2,Puebla,1.3,2.3,49.0,17580.0,Jonathan Orozco,4-4-1-1,Marco Antonio Nava,Match Report,,16,6,20.9,1.0,0,0,Santos Laguna,2021
25,2020-02-16,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,2,1,UANL,2.0,1.7,44.0,23474.0,Jonathan Orozco,4-4-1-1,Jorge Pérez,Match Report,,17,7,20.4,2.0,0,0,Santos Laguna,2021
26,2020-02-23,18:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,2,1,FC Juárez,1.2,1.7,44.0,19703.0,Jonathan Orozco,4-4-2,Alejandro Funk,Match Report,,9,3,26.9,2.0,1,1,Santos Laguna,2021
27,2020-03-01,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,1,0,Atlas,1.8,0.6,54.0,21135.0,Jonathan Orozco,4-4-1-1,Óscar Macias,Match Report,,13,6,19.0,1.0,0,1,Santos Laguna,2021
28,2020-03-07,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,0,1,Pachuca,1.0,1.4,53.0,21349.0,Jonathan Orozco,4-4-1-1,Erick Yair Miranda,Match Report,,13,6,21.5,1.0,0,0,Santos Laguna,2021
29,2020-03-15,18:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,2,1,Necaxa,1.9,1.4,51.0,,Jonathan Orozco,4-4-1-1,Jorge Rojas,Match Report,,11,5,18.6,2.0,0,0,Santos Laguna,2021
0,2019-07-20,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,3,1,Pachuca,1.8,2.8,51.0,21240.0,Luis Montes,4-2-3-1,Adonai Escobedo,Match Report,,12,4,18.8,0.0,1,1,Leon,2021
1,2019-07-27,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,América,2.2,0.3,50.0,26632.0,Luis Montes,4-4-1-1,Roberto García,Match Report,,11,2,16.1,1.0,0,0,Leon,2021
2,2019-08-03,21:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2,3,Monterrey,1.0,2.9,42.0,37058.0,Luis Montes,4-2-3-1,Diego Montaño,Match Report,,4,3,13.2,0.0,0,0,Leon,2021
3,2019-08-17,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,3,Guadalajara,3.8,1.8,59.0,26561.0,Luis Montes,4-2-3-1,Jorge Rojas,Match Report,,14,6,18.0,0.0,2,2,Leon,2021
4,2019-08-24,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,4,0,Querétaro,2.1,2.0,58.0,26374.0,Luis Montes,4-4-2,Adonai Escobedo,Match Report,,12,8,20.5,0.0,0,0,Leon,2021
5,2019-08-28,19:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,D,2,2,Santos,1.1,2.4,66.0,21434.0,Luis Montes,4-2-3-1,Luis Santander,Match Report,,15,9,16.2,0.0,0,0,Leon,2021
6,2019-08-31,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,UANL,0.7,2.6,48.0,41498.0,Luis Montes,4-1-4-1,César Arturo Ramos,Match Report,,9,6,19.6,0.0,0,0,Leon,2021
7,2019-09-14,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,1,FC Juárez,2.7,0.2,74.0,26316.0,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,16,9,21.4,1.0,1,1,Leon,2021
8,2019-09-21,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,4,2,Necaxa,2.5,1.2,54.0,17757.0,Luis Montes,4-4-2,Alfredo Peñaloza,Match Report,,16,4,18.2,1.0,0,0,Leon,2021
9,2019-09-24,21:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,D,1,1,Atlas,1.8,0.6,57.0,25787.0,Luis Montes,4-4-2,Luis Santander,Match Report,,16,7,19.0,1.0,0,0,Leon,2021
10,2019-09-27,19:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,1,2,Puebla,0.4,1.8,72.0,15877.0,Luis Montes,4-4-2,Jorge Pérez,Match Report,,9,3,23.3,0.0,0,0,Leon,2021
11,2019-10-05,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,Veracruz,1.4,1.4,75.0,21946.0,Luis Montes,4-4-2,Oscar Mejia,Match Report,,20,6,18.6,2.0,0,0,Leon,2021
12,2019-10-20,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,1,UNAM,2.0,1.3,58.0,20040.0,Fernando Navarro Morán,4-2-3-1,Roberto García,Match Report,,15,6,19.1,0.0,0,0,Leon,2021
13,2019-10-26,20:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,2,Atlético,1.1,0.6,52.0,23278.0,Fernando Navarro Morán,4-4-2,Jorge Rojas,Match Report,,14,6,18.8,0.0,0,0,Leon,2021
14,2019-10-31,21:00,Liga MX,Apertura 2019 Regular Season,Thu,Away,L,0,1,Cruz Azul,1.1,1.2,57.0,8938.0,Fernando Navarro Morán,4-1-4-1,César Arturo Ramos,Match Report,,14,4,18.8,1.0,0,0,Leon,2021
15,2019-11-03,20:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,1,1,Morelia,0.5,1.5,51.0,18782.0,Fernando Navarro Morán,4-4-2,Fernando Hernández,Match Report,,9,2,20.7,0.0,0,0,Leon,2021
16,2019-11-09,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,0,Toluca,2.2,0.5,74.0,20324.0,Fernando Navarro Morán,4-2-3-1,Marco Antonio Nava,Match Report,,15,9,16.9,1.0,1,1,Leon,2021
17,2019-11-22,19:10,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,2,1,Tijuana,1.3,2.2,57.0,26933.0,Fernando Navarro Morán,4-2-3-1,Roberto García,Match Report,,6,3,18.2,0.0,1,1,Leon,2021
18,2019-11-27,19:00,Liga MX,Quarter-finals,Wed,Away,D,3,3,Morelia,1.6,0.9,47.0,16875.0,Fernando Navarro Morán,4-2-3-1,Alfredo Peñaloza,Match Report,Leg 1 of 2,12,3,27.5,3.0,1,1,Leon,2021
19,2019-11-30,19:00,Liga MX,Quarter-finals,Sat,Home,L,1,2,Morelia,2.0,0.9,54.0,22872.0,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,Leg 2 of 2; Morelia won,18,6,18.8,1.0,0,0,Leon,2021
20,2020-01-11,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,1,Querétaro,2.3,0.8,60.0,18529.0,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,6,3,22.2,0.0,2,2,Leon,2021
21,2020-01-19,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,2,3,Santos,2.1,2.9,52.0,20169.0,Luis Montes,4-2-3-1,Fernando Guerrero,Match Report,,9,2,16.6,1.0,1,1,Leon,2021
22,2020-01-25,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,0,Pachuca,1.9,0.9,52.0,17968.0,Luis Montes,4-2-3-1,Jorge Rojas,Match Report,,14,8,21.2,1.0,1,1,Leon,2021
23,2020-02-01,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,W,2,1,Morelia,2.0,2.4,40.0,20522.0,Luis Montes,4-2-3-1,Marco Antonio Nava,Match Report,,9,5,21.2,2.0,0,0,Leon,2021
24,2020-02-08,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,1,Monterrey,1.4,2.0,68.0,19444.0,Luis Montes,4-2-3-1,Oscar Mejia,Match Report,,15,6,20.9,1.0,0,0,Leon,2021
25,2020-02-14,19:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,L,1,3,Atlético,0.8,3.0,63.0,15471.0,Fernando Navarro Morán,4-2-3-1,César Arturo Ramos,Match Report,,7,3,18.4,0.0,0,0,Leon,2021
26,2020-02-22,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,2,1,Necaxa,0.7,1.1,53.0,17764.0,Rodolfo Cota,4-2-3-1,Óscar Macias,Match Report,,5,3,17.3,0.0,0,0,Leon,2021
27,2020-03-01,17:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,0,2,Guadalajara,0.4,0.9,53.0,35677.0,Luis Montes,4-2-3-1,Fernando Hernández,Match Report,,8,2,20.2,0.0,0,0,Leon,2021
28,2020-03-08,19:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,4,1,FC Juárez,4.4,0.6,64.0,18722.0,Luis Montes,4-4-2,Oscar Mejia,Match Report,,19,5,17.8,1.0,1,1,Leon,2021
29,2020-03-14,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,1,UNAM,3.3,0.3,53.0,,Luis Montes,4-4-2,César Arturo Ramos,Match Report,,13,5,17.1,0.0,0,1,Leon,2021
0,2019-07-20,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,2,Morelia,1.7,1.5,65.0,41580.0,Guido Pizarro,4-2-3-1,Roberto García,Match Report,,18,7,20.8,0.0,0,0,UANL,2021
1,2019-07-28,19:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,L,0,2,Guadalajara,0.8,1.8,52.0,39313.0,Guido Pizarro,4-2-3-1,Óscar Macias,Match Report,,10,3,21.0,3.0,0,0,UANL,2021
2,2019-08-04,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,1,0,UNAM,1.0,1.8,57.0,27152.0,Guido Pizarro,4-2-3-1,Alfredo Peñaloza,Match Report,,7,2,19.0,1.0,0,0,UANL,2021
3,2019-08-10,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,1,Necaxa,1.2,0.8,63.0,41553.0,Guido Pizarro,4-2-3-1,Oscar Mejia,Match Report,,10,3,17.6,0.0,0,0,UANL,2021
4,2019-08-17,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,Atlético,0.3,0.4,64.0,25164.0,Guido Pizarro,4-2-3-1,Erick Yair Miranda,Match Report,,8,2,26.2,1.0,0,0,UANL,2021
5,2019-08-24,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,América,0.8,0.5,65.0,41589.0,Guido Pizarro,4-2-3-1,Fernando Guerrero,Match Report,,9,2,17.9,0.0,0,0,UANL,2021
6,2019-08-27,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,D,1,1,Atlas,2.2,0.6,66.0,20732.0,Guido Pizarro,4-2-3-1,Fernando Hernández,Match Report,,14,4,25.5,1.0,0,1,UANL,2021
7,2019-08-31,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,León,2.6,0.7,52.0,41498.0,Guido Pizarro,4-2-3-1,César Arturo Ramos,Match Report,,14,7,22.9,0.0,0,2,UANL,2021
8,2019-09-13,19:06,Liga MX,Apertura 2019 Regular Season,Fri,Away,D,1,1,Tijuana,2.4,1.5,53.0,26933.0,Guido Pizarro,4-2-3-1,Diego Montaño,Match Report,,18,4,18.8,1.0,0,0,UANL,2021
9,2019-09-24,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,L,0,1,Puebla,0.9,0.5,75.0,38638.0,Guido Pizarro,4-2-3-1,Fernando Guerrero,Match Report,,18,2,18.9,2.0,0,0,UANL,2021
10,2019-09-28,19:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,W,2,0,Monterrey,0.7,1.2,51.0,44972.0,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,,8,3,21.4,0.0,0,0,UANL,2021
11,2019-10-05,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,4,0,Santos,2.8,0.4,51.0,41426.0,Guido Pizarro,4-4-2,Jorge Pérez,Match Report,,10,7,15.9,1.0,1,1,UANL,2021
12,2019-10-18,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,W,3,1,Veracruz,0.8,1.7,63.0,7838.0,Guido Pizarro,4-4-2,Fernando Hernández,Match Report,,8,4,21.8,0.0,0,0,UANL,2021
13,2019-10-26,21:05,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,1,1,Cruz Azul,1.6,1.2,64.0,46602.0,Guido Pizarro,4-4-2,Oscar Mejia,Match Report,,15,4,19.5,1.0,0,0,UANL,2021
14,2019-10-30,21:00,Liga MX,Apertura 2019 Regular Season,Wed,Home,W,1,0,Toluca,1.3,0.2,80.0,37653.0,Guido Pizarro,4-4-2,Eduardo Basulto,Match Report,,16,1,22.3,2.0,0,0,UANL,2021
15,2019-11-02,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,0,0,Querétaro,0.6,0.7,52.0,27822.0,Guido Pizarro,4-4-2,Roberto García,Match Report,,14,3,22.7,2.0,0,0,UANL,2021
16,2019-11-09,19:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,Pachuca,0.9,1.3,66.0,41269.0,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,,13,6,18.6,0.0,0,0,UANL,2021
17,2019-11-24,18:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,1,FC Juárez,0.8,1.1,57.0,19310.0,Guido Pizarro,4-2-3-1,Alfredo Peñaloza,Match Report,,4,3,13.2,0.0,0,0,UANL,2021
18,2019-11-28,21:05,Liga MX,Quarter-finals,Thu,Away,W,2,1,América,0.9,1.3,41.0,45005.0,Guido Pizarro,4-4-2,Fernando Guerrero,Match Report,Leg 1 of 2,3,1,32.3,1.0,1,1,UANL,2021
19,2019-12-01,21:00,Liga MX,Quarter-finals,Sun,Home,L,2,4,América,2.5,2.5,60.0,41615.0,Guido Pizarro,4-4-2,César Arturo Ramos,Match Report,Leg 2 of 2; América won,14,3,14.4,0.0,0,0,UANL,2021
20,2020-01-11,21:05,Liga MX,Clausura 2020 Regular Season,Sat,Home,D,0,0,Atlético,0.6,0.2,64.0,41609.0,Guido Pizarro,4-4-2,Juan Esquivel,Match Report,,14,3,22.5,1.0,0,0,UANL,2021
21,2020-01-18,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,0,1,América,0.5,1.3,56.0,25915.0,Guido Pizarro,4-4-2,Jorge Rojas,Match Report,,11,4,19.4,0.0,0,0,UANL,2021
22,2020-01-25,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,2,1,Atlas,0.7,2.2,50.0,41328.0,André-Pierre Gignac,4-2-3-1,Eduardo Basulto,Match Report,,16,3,21.6,1.0,0,0,UANL,2021
23,2020-02-01,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,0,2,Pachuca,0.6,1.8,51.0,21779.0,Guido Pizarro,4-2-3-1,Diego Montaño,Match Report,,11,2,26.3,2.0,0,0,UANL,2021
24,2020-02-08,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,0,Guadalajara,3.3,1.7,45.0,41613.0,Guido Pizarro,4-2-3-1,Fernando Hernández,Match Report,,18,4,17.0,0.0,1,1,UANL,2021
25,2020-02-16,18:45,Liga MX,Clausura 2020 Regular Season,Sun,Away,L,1,2,Santos,1.7,2.0,56.0,23474.0,Guido Pizarro,4-2-3-1,Jorge Pérez,Match Report,,11,4,16.7,1.0,0,0,UANL,2021
26,2020-02-22,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,1,2,Cruz Azul,1.5,1.2,64.0,27220.0,Guido Pizarro,4-4-2,Eduardo Basulto,Match Report,,14,5,15.7,0.0,0,0,UANL,2021
27,2020-02-29,21:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,0,UNAM,2.5,0.1,60.0,41615.0,Guido Pizarro,4-4-1-1,Jorge Rojas,Match Report,,14,9,18.6,0.0,2,2,UANL,2021
28,2020-03-06,21:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,D,0,0,Puebla,0.8,0.1,61.0,25241.0,Guido Pizarro,4-4-1-1,Diego Montaño,Match Report,,16,4,22.1,1.0,0,0,UANL,2021
29,2020-03-14,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Home,W,3,2,FC Juárez,1.3,2.2,60.0,,Guido Pizarro,4-4-1-1,Fernando Hernández,Match Report,,11,4,15.9,2.0,0,0,UANL,2021
0,2019-07-21,12:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,0,Toluca,1.5,0.7,55.0,13015.0,Luis Romo,4-4-2,Marco Antonio Nava,Match Report,,17,9,20.4,1.0,0,0,Queretaro,2021
1,2019-07-27,19:06,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,1,1,Tijuana,1.3,1.9,41.0,26933.0,Luis Romo,4-4-2,Adonai Escobedo,Match Report,,10,2,26.5,1.0,1,1,Queretaro,2021
2,2019-08-03,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,0,Cruz Azul,1.6,0.5,42.0,29329.0,Luis Romo,4-2-3-1,Oscar Mejia,Match Report,,18,7,17.1,2.0,0,0,Queretaro,2021
3,2019-08-10,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,2,1,Pachuca,2.4,1.4,70.0,18383.0,Luis Romo,4-2-3-1,Jorge Pérez,Match Report,,20,7,18.1,0.0,0,0,Queretaro,2021
4,2019-08-18,18:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,0,FC Juárez,2.0,0.5,71.0,18634.0,Luis Romo,4-3-3,Luis Santander,Match Report,,22,9,18.0,0.0,0,0,Queretaro,2021
5,2019-08-24,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,L,0,4,León,2.0,2.1,42.0,26374.0,Luis Romo,4-4-2,Adonai Escobedo,Match Report,,18,3,17.8,0.0,0,1,Queretaro,2021
6,2019-08-27,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,W,5,0,Veracruz,2.3,1.3,56.0,7322.0,Luis Romo,4-2-3-1,Fernando Guerrero,Match Report,,19,9,16.8,1.0,0,0,Queretaro,2021
7,2019-09-01,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,D,1,1,Puebla,0.9,0.8,50.0,19364.0,Luis Romo,4-4-2,Marco Antonio Nava,Match Report,,9,2,20.6,1.0,0,0,Queretaro,2021
8,2019-09-21,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,D,2,2,América,1.3,2.5,41.0,28032.0,Luis Romo,4-2-3-1,Luis Santander,Match Report,,13,4,21.2,0.0,0,0,Queretaro,2021
9,2019-09-24,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Home,L,1,2,Necaxa,1.1,0.8,61.0,16975.0,Luis Romo,4-3-3,Fernando Hernández,Match Report,,16,7,20.9,1.0,0,0,Queretaro,2021
10,2019-09-27,21:00,Liga MX,Apertura 2019 Regular Season,Fri,Away,L,0,2,Atlas,1.4,0.6,51.0,17633.0,Alexis Pérez,4-1-4-1,Alfredo Peñaloza,Match Report,,15,2,27.6,0.0,0,1,Queretaro,2021
11,2019-10-06,20:00,Liga MX,Apertura 2019 Regular Season,Sun,Home,W,2,1,Monterrey,2.3,1.5,41.0,17517.0,Luis Romo,4-1-4-1,Roberto García,Match Report,,17,6,19.5,3.0,1,1,Queretaro,2021
12,2019-10-20,17:00,Liga MX,Apertura 2019 Regular Season,Sun,Away,W,2,0,Atlético,0.7,1.0,43.0,19235.0,Luis Romo,4-3-3,Oscar Mejia,Match Report,,16,4,20.0,0.0,0,0,Queretaro,2021
13,2019-10-26,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,0,UNAM,2.3,1.8,48.0,26553.0,Luis Romo,4-1-2-1-2◆,Óscar Macias,Match Report,,10,5,15.9,0.0,0,1,Queretaro,2021
14,2019-10-29,19:00,Liga MX,Apertura 2019 Regular Season,Tue,Away,L,0,1,Santos,0.8,1.5,53.0,19688.0,Luis Romo,4-1-3-2,Jorge Rojas,Match Report,,16,2,21.2,2.0,0,0,Queretaro,2021
15,2019-11-02,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,UANL,0.7,0.6,48.0,27822.0,Luis Romo,4-1-4-1,Roberto García,Match Report,,5,1,26.5,1.0,0,0,Queretaro,2021
16,2019-11-09,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Away,L,2,3,Guadalajara,2.1,1.0,56.0,23818.0,Luis Romo,4-1-4-1,Fernando Hernández,Match Report,,13,6,23.0,1.0,1,2,Queretaro,2021
17,2019-11-23,17:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,W,3,1,Morelia,3.1,0.9,42.0,20851.0,Luis Romo,4-1-2-1-2◆,Luis Santander,Match Report,,21,7,15.2,0.0,0,0,Queretaro,2021
18,2019-11-27,21:00,Liga MX,Quarter-finals,Wed,Away,L,0,3,Necaxa,1.0,2.1,57.0,13705.0,Luis Romo,4-3-3,Diego Montaño,Match Report,Leg 1 of 2,16,2,20.8,1.0,0,0,Queretaro,2021
19,2019-11-30,21:05,Liga MX,Quarter-finals,Sat,Home,L,2,3,Necaxa,1.6,0.8,55.0,23827.0,Luis Romo,4-1-2-1-2◆,Fernando Hernández,Match Report,Leg 2 of 2; Necaxa won,14,6,21.0,1.0,0,0,Queretaro,2021
20,2020-01-11,19:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,L,1,3,León,0.8,2.3,40.0,18529.0,Gil Alcalá,4-3-1-2,Oscar Mejia,Match Report,,4,3,15.6,0.0,0,0,Queretaro,2021
21,2020-01-19,16:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,W,3,0,Tijuana,2.3,0.3,58.0,10737.0,Gil Alcalá,4-4-2,Eduardo Basulto,Match Report,,15,6,18.7,0.0,0,0,Queretaro,2021
22,2020-01-24,21:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,W,1,0,Puebla,1.5,0.5,45.0,18122.0,Gil Alcalá,4-4-2,Juan Esquivel,Match Report,,11,3,21.7,0.0,0,0,Queretaro,2021
23,2020-02-01,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,W,2,1,Monterrey,0.8,1.2,43.0,37668.0,Gil Alcalá,4-4-2,Jorge Pérez,Match Report,,9,6,20.5,1.0,0,0,Queretaro,2021
24,2020-02-09,18:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,L,1,2,América,1.2,1.1,49.0,34050.0,Gil Alcalá,4-4-2,Óscar Macias,Match Report,,13,4,22.2,0.0,0,0,Queretaro,2021
25,2020-02-16,17:00,Liga MX,Clausura 2020 Regular Season,Sun,Away,W,3,2,Necaxa,1.5,1.6,47.0,12778.0,Gil Alcalá,4-1-2-1-2◆,Diego Montaño,Match Report,,9,7,15.1,0.0,0,0,Queretaro,2021
26,2020-02-23,17:00,Liga MX,Clausura 2020 Regular Season,Sun,Home,L,0,1,Atlético,0.3,0.7,60.0,19079.0,Gil Alcalá,4-1-2-1-2◆,Fernando Hernández,Match Report,,6,2,18.3,1.0,0,0,Queretaro,2021
27,2020-02-29,17:00,Liga MX,Clausura 2020 Regular Season,Sat,Away,D,1,1,Pachuca,1.3,1.8,54.0,17756.0,Gil Alcalá,4-2-3-1,Luis Santander,Match Report,,14,6,22.0,2.0,0,0,Queretaro,2021
28,2020-03-06,19:00,Liga MX,Clausura 2020 Regular Season,Fri,Home,D,1,1,Toluca,1.2,1.3,55.0,18893.0,Gil Alcalá,4-2-3-1,Marco Antonio Nava,Match Report,,16,3,20.5,1.0,0,0,Queretaro,2021
29,2020-03-13,21:00,Liga MX,Clausura 2020 Regular Season,Fri,Away,L,0,4,Morelia,0.7,3.1,35.0,17432.0,Gil Alcalá,4-4-2,Adonai Escobedo,Match Report,,8,3,23.5,0.0,0,0,Queretaro,2021
0,2019-07-20,21:00,Liga MX,Apertura 2019 Regular Season,Sat,Home,D,0,0,Cruz Azul,1.1,1.5,35.0,19361.0,Ventura Alvarado,4-4-2,Jorge Pérez,Match Report,,6,1,23.2,1.0,0,1,Necaxa,2021
